ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
ASSERTION	AAECAAMEAAAAAAAAgFZA
RUN	simulations.RegistrationClientAndAirline	registrationclientandairline	1590791177102	 	3.3.1
USER	RegistrationClient	2122	START	1590791231765	1590791231765
USER	RegistrationAirline	2103	START	1590791231765	1590791231765
REQUEST	2122		Home	1590791231765	1590791231774	OK	 
REQUEST	2103		Home	1590791231765	1590791231776	OK	 
REQUEST	102		AirlineRegistered	1590791231765	1590791231792	OK	 
REQUEST	1722		ClientRegistration	1590791231785	1590791231794	OK	 
REQUEST	1702		AirlineRegistration	1590791231785	1590791231799	OK	 
USER	RegistrationClient	2143	START	1590791231811	1590791231811
USER	RegistrationAirline	2123	START	1590791231811	1590791231811
REQUEST	2123		Home	1590791231811	1590791231820	OK	 
REQUEST	2143		Home	1590791231811	1590791231820	OK	 
REQUEST	103		AirlineRegistered	1590791231811	1590791231833	OK	 
REQUEST	1743		ClientRegistration	1590791231844	1590791231850	OK	 
REQUEST	1723		AirlineRegistration	1590791231844	1590791231856	OK	 
USER	RegistrationClient	2144	START	1590791231859	1590791231859
USER	RegistrationAirline	2124	START	1590791231859	1590791231859
REQUEST	2144		Home	1590791231860	1590791231868	OK	 
REQUEST	2124		Home	1590791231860	1590791231870	OK	 
REQUEST	123		AirlineRegistered	1590791231860	1590791231885	OK	 
REQUEST	1744		ClientRegistration	1590791231892	1590791231899	OK	 
REQUEST	1724		AirlineRegistration	1590791231892	1590791231903	OK	 
USER	RegistrationClient	2145	START	1590791231913	1590791231913
USER	RegistrationAirline	2125	START	1590791231913	1590791231913
REQUEST	2145		Home	1590791231914	1590791231923	OK	 
REQUEST	2125		Home	1590791231914	1590791231925	OK	 
REQUEST	124		AirlineRegistered	1590791231903	1590791231927	OK	 
REQUEST	1745		ClientRegistration	1590791231940	1590791231946	OK	 
REQUEST	1725		AirlineRegistration	1590791231940	1590791231951	OK	 
USER	RegistrationAirline	2126	START	1590791231962	1590791231962
USER	RegistrationClient	2146	START	1590791231962	1590791231962
REQUEST	2126		Home	1590791231963	1590791231969	OK	 
REQUEST	2146		Home	1590791231963	1590791231969	OK	 
REQUEST	125		AirlineRegistered	1590791231974	1590791231992	OK	 
REQUEST	1746		ClientRegistration	1590791231995	1590791232002	OK	 
REQUEST	1726		AirlineRegistration	1590791231995	1590791232007	OK	 
USER	RegistrationAirline	2127	START	1590791232010	1590791232010
USER	RegistrationClient	2147	START	1590791232010	1590791232010
REQUEST	2127		Home	1590791232010	1590791232017	OK	 
REQUEST	2147		Home	1590791232010	1590791232017	OK	 
REQUEST	1747		ClientRegistration	1590791232043	1590791232054	OK	 
REQUEST	126		AirlineRegistered	1590791232032	1590791232059	OK	 
USER	RegistrationAirline	2128	START	1590791232061	1590791232061
USER	RegistrationClient	2148	START	1590791232061	1590791232061
REQUEST	2148		Home	1590791232061	1590791232070	OK	 
REQUEST	2128		Home	1590791232061	1590791232071	OK	 
REQUEST	1727		AirlineRegistration	1590791232043	1590791232072	OK	 
REQUEST	1748		ClientRegistration	1590791232094	1590791232104	OK	 
REQUEST	127		AirlineRegistered	1590791232083	1590791232107	OK	 
USER	RegistrationAirline	2129	START	1590791232110	1590791232110
USER	RegistrationClient	2149	START	1590791232110	1590791232110
REQUEST	1728		AirlineRegistration	1590791232094	1590791232111	OK	 
REQUEST	2149		Home	1590791232111	1590791232119	OK	 
REQUEST	2129		Home	1590791232111	1590791232120	OK	 
REQUEST	128		AirlineRegistered	1590791232110	1590791232134	OK	 
REQUEST	1749		ClientRegistration	1590791232140	1590791232146	OK	 
REQUEST	1729		AirlineRegistration	1590791232140	1590791232151	OK	 
USER	RegistrationAirline	2130	START	1590791232162	1590791232162
USER	RegistrationClient	2150	START	1590791232162	1590791232162
REQUEST	2130		Home	1590791232162	1590791232170	OK	 
REQUEST	2150		Home	1590791232162	1590791232172	OK	 
REQUEST	129		AirlineRegistered	1590791232162	1590791232188	OK	 
REQUEST	1750		ClientRegistration	1590791232195	1590791232202	OK	 
REQUEST	1730		AirlineRegistration	1590791232195	1590791232208	OK	 
USER	RegistrationAirline	2131	START	1590791232210	1590791232210
USER	RegistrationClient	2151	START	1590791232215	1590791232215
REQUEST	2131		Home	1590791232210	1590791232218	OK	 
REQUEST	2151		Home	1590791232216	1590791232224	OK	 
REQUEST	130		AirlineRegistered	1590791232210	1590791232243	OK	 
REQUEST	1751		ClientRegistration	1590791232242	1590791232250	OK	 
REQUEST	1731		AirlineRegistration	1590791232242	1590791232254	OK	 
USER	RegistrationClient	2152	START	1590791232265	1590791232265
USER	RegistrationAirline	2132	START	1590791232265	1590791232265
REQUEST	2152		Home	1590791232265	1590791232274	OK	 
REQUEST	2132		Home	1590791232265	1590791232274	OK	 
REQUEST	131		AirlineRegistered	1590791232265	1590791232292	OK	 
REQUEST	1752		ClientRegistration	1590791232294	1590791232302	OK	 
REQUEST	1732		AirlineRegistration	1590791232292	1590791232310	OK	 
USER	RegistrationAirline	2133	START	1590791232310	1590791232310
USER	RegistrationClient	2153	START	1590791232311	1590791232311
REQUEST	2153		Home	1590791232311	1590791232320	OK	 
REQUEST	2133		Home	1590791232311	1590791232320	OK	 
REQUEST	132		AirlineRegistered	1590791232311	1590791232334	OK	 
REQUEST	1753		ClientRegistration	1590791232341	1590791232348	OK	 
REQUEST	1733		AirlineRegistration	1590791232341	1590791232356	OK	 
USER	RegistrationAirline	2134	START	1590791232363	1590791232363
USER	RegistrationClient	2154	START	1590791232363	1590791232363
REQUEST	2154		Home	1590791232364	1590791232372	OK	 
REQUEST	2134		Home	1590791232364	1590791232372	OK	 
REQUEST	133		AirlineRegistered	1590791232353	1590791232379	OK	 
REQUEST	1754		ClientRegistration	1590791232391	1590791232397	OK	 
REQUEST	1734		AirlineRegistration	1590791232391	1590791232402	OK	 
USER	RegistrationAirline	2135	START	1590791232413	1590791232413
USER	RegistrationClient	2155	START	1590791232413	1590791232413
REQUEST	2135		Home	1590791232413	1590791232423	OK	 
REQUEST	2155		Home	1590791232413	1590791232423	OK	 
REQUEST	134		AirlineRegistered	1590791232414	1590791232438	OK	 
REQUEST	1755		ClientRegistration	1590791232440	1590791232448	OK	 
REQUEST	1735		AirlineRegistration	1590791232440	1590791232453	OK	 
USER	RegistrationAirline	2136	START	1590791232461	1590791232461
USER	RegistrationClient	2156	START	1590791232461	1590791232461
REQUEST	2156		Home	1590791232461	1590791232470	OK	 
REQUEST	2136		Home	1590791232461	1590791232470	OK	 
REQUEST	135		AirlineRegistered	1590791232461	1590791232486	OK	 
USER	RegistrationAirline	2137	START	1590791232512	1590791232512
REQUEST	1756		ClientRegistration	1590791232505	1590791232515	OK	 
USER	RegistrationClient	2157	START	1590791232514	1590791232514
REQUEST	2137		Home	1590791232513	1590791232522	OK	 
REQUEST	2157		Home	1590791232517	1590791232526	OK	 
REQUEST	1736		AirlineRegistration	1590791232505	1590791232530	OK	 
REQUEST	136		AirlineRegistered	1590791232510	1590791232542	OK	 
REQUEST	1757		ClientRegistration	1590791232545	1590791232553	OK	 
REQUEST	1737		AirlineRegistration	1590791232545	1590791232559	OK	 
USER	RegistrationClient	2158	START	1590791232560	1590791232560
USER	RegistrationAirline	2138	START	1590791232560	1590791232560
REQUEST	2158		Home	1590791232560	1590791232568	OK	 
REQUEST	2138		Home	1590791232560	1590791232570	OK	 
REQUEST	137		AirlineRegistered	1590791232545	1590791232574	OK	 
REQUEST	1758		ClientRegistration	1590791232593	1590791232600	OK	 
REQUEST	1738		AirlineRegistration	1590791232593	1590791232606	OK	 
USER	RegistrationAirline	2139	START	1590791232615	1590791232615
USER	RegistrationClient	2159	START	1590791232615	1590791232615
REQUEST	2159		Home	1590791232615	1590791232624	OK	 
REQUEST	2139		Home	1590791232615	1590791232625	OK	 
REQUEST	138		AirlineRegistered	1590791232615	1590791232646	OK	 
REQUEST	1759		ClientRegistration	1590791232640	1590791232651	OK	 
USER	RegistrationAirline	2140	START	1590791232659	1590791232659
USER	RegistrationClient	2160	START	1590791232661	1590791232661
REQUEST	2140		Home	1590791232660	1590791232672	OK	 
REQUEST	2160		Home	1590791232664	1590791232676	OK	 
REQUEST	139		AirlineRegistered	1590791232640	1590791232683	OK	 
REQUEST	1739		AirlineRegistration	1590791232656	1590791232685	OK	 
REQUEST	1760		ClientRegistration	1590791232691	1590791232700	OK	 
REQUEST	1740		AirlineRegistration	1590791232690	1590791232707	OK	 
USER	RegistrationAirline	2141	START	1590791232710	1590791232710
USER	RegistrationClient	2161	START	1590791232710	1590791232710
REQUEST	2141		Home	1590791232711	1590791232720	OK	 
REQUEST	2161		Home	1590791232711	1590791232720	OK	 
REQUEST	140		AirlineRegistered	1590791232711	1590791232737	OK	 
REQUEST	1761		ClientRegistration	1590791232743	1590791232753	OK	 
REQUEST	1741		AirlineRegistration	1590791232743	1590791232761	OK	 
USER	RegistrationAirline	2142	START	1590791232764	1590791232764
USER	RegistrationClient	2162	START	1590791232764	1590791232764
REQUEST	2142		Home	1590791232764	1590791232776	OK	 
REQUEST	2162		Home	1590791232764	1590791232780	OK	 
REQUEST	141		AirlineRegistered	1590791232750	1590791232781	OK	 
REQUEST	1762		ClientRegistration	1590791232794	1590791232802	OK	 
REQUEST	1742		AirlineRegistration	1590791232791	1590791232808	OK	 
USER	RegistrationClient	2183	START	1590791232820	1590791232820
USER	RegistrationAirline	2163	START	1590791232820	1590791232820
REQUEST	2183		Home	1590791232820	1590791232829	OK	 
REQUEST	2163		Home	1590791232820	1590791232829	OK	 
REQUEST	142		AirlineRegistered	1590791232810	1590791232834	OK	 
REQUEST	1783		ClientRegistration	1590791232833	1590791232842	OK	 
REQUEST	1763		AirlineRegistration	1590791232833	1590791232846	OK	 
USER	RegistrationAirline	2164	START	1590791232870	1590791232870
USER	RegistrationClient	2184	START	1590791232870	1590791232870
REQUEST	163		AirlineRegistered	1590791232855	1590791232872	OK	 
REQUEST	2164		Home	1590791232870	1590791232879	OK	 
REQUEST	2184		Home	1590791232871	1590791232880	OK	 
REQUEST	1784		ClientRegistration	1590791232883	1590791232892	OK	 
REQUEST	1764		AirlineRegistration	1590791232883	1590791232898	OK	 
USER	RegistrationClient	2185	START	1590791232920	1590791232920
USER	RegistrationAirline	2165	START	1590791232920	1590791232920
REQUEST	2165		Home	1590791232920	1590791232930	OK	 
REQUEST	2185		Home	1590791232920	1590791232931	OK	 
REQUEST	164		AirlineRegistered	1590791232910	1590791232933	OK	 
REQUEST	1785		ClientRegistration	1590791232932	1590791232941	OK	 
REQUEST	1765		AirlineRegistration	1590791232934	1590791232947	OK	 
USER	RegistrationAirline	2166	START	1590791232974	1590791232974
USER	RegistrationClient	2186	START	1590791232975	1590791232975
REQUEST	2186		Home	1590791232975	1590791232986	OK	 
REQUEST	165		AirlineRegistered	1590791232963	1590791232988	OK	 
REQUEST	2166		Home	1590791232974	1590791232988	OK	 
REQUEST	1786		ClientRegistration	1590791232980	1590791232993	OK	 
REQUEST	1766		AirlineRegistration	1590791232988	1590791232999	OK	 
USER	RegistrationAirline	2167	START	1590791233023	1590791233023
USER	RegistrationClient	2187	START	1590791233023	1590791233023
REQUEST	2167		Home	1590791233023	1590791233033	OK	 
REQUEST	166		AirlineRegistered	1590791233012	1590791233037	OK	 
REQUEST	2187		Home	1590791233023	1590791233039	OK	 
REQUEST	1787		ClientRegistration	1590791233040	1590791233048	OK	 
REQUEST	1767		AirlineRegistration	1590791233040	1590791233057	OK	 
USER	RegistrationClient	2188	START	1590791233072	1590791233072
USER	RegistrationAirline	2168	START	1590791233072	1590791233072
REQUEST	2168		Home	1590791233073	1590791233081	OK	 
REQUEST	2188		Home	1590791233073	1590791233082	OK	 
REQUEST	167		AirlineRegistered	1590791233062	1590791233083	OK	 
REQUEST	1788		ClientRegistration	1590791233083	1590791233090	OK	 
REQUEST	1768		AirlineRegistration	1590791233083	1590791233095	OK	 
USER	RegistrationAirline	2169	START	1590791233120	1590791233120
USER	RegistrationClient	2189	START	1590791233120	1590791233120
REQUEST	168		AirlineRegistered	1590791233110	1590791233127	OK	 
REQUEST	2189		Home	1590791233121	1590791233129	OK	 
REQUEST	2169		Home	1590791233121	1590791233131	OK	 
REQUEST	1789		ClientRegistration	1590791233131	1590791233138	OK	 
REQUEST	1769		AirlineRegistration	1590791233131	1590791233142	OK	 
REQUEST	169		AirlineRegistered	1590791233153	1590791233170	OK	 
USER	RegistrationClient	2190	START	1590791233175	1590791233175
USER	RegistrationAirline	2170	START	1590791233175	1590791233175
REQUEST	2190		Home	1590791233175	1590791233185	OK	 
REQUEST	2170		Home	1590791233175	1590791233186	OK	 
REQUEST	1790		ClientRegistration	1590791233180	1590791233190	OK	 
REQUEST	1770		AirlineRegistration	1590791233180	1590791233195	OK	 
USER	RegistrationAirline	2171	START	1590791233222	1590791233222
USER	RegistrationClient	2191	START	1590791233222	1590791233222
REQUEST	2191		Home	1590791233222	1590791233235	OK	 
REQUEST	2171		Home	1590791233222	1590791233238	OK	 
REQUEST	170		AirlineRegistered	1590791233211	1590791233240	OK	 
REQUEST	1791		ClientRegistration	1590791233240	1590791233249	OK	 
REQUEST	1771		AirlineRegistration	1590791233231	1590791233252	OK	 
USER	RegistrationAirline	2172	START	1590791233274	1590791233274
USER	RegistrationClient	2192	START	1590791233274	1590791233274
REQUEST	2192		Home	1590791233274	1590791233285	OK	 
REQUEST	2172		Home	1590791233274	1590791233285	OK	 
REQUEST	171		AirlineRegistered	1590791233263	1590791233288	OK	 
REQUEST	1792		ClientRegistration	1590791233290	1590791233298	OK	 
REQUEST	1772		AirlineRegistration	1590791233290	1590791233306	OK	 
USER	RegistrationClient	2193	START	1590791233323	1590791233323
USER	RegistrationAirline	2173	START	1590791233323	1590791233323
REQUEST	2193		Home	1590791233323	1590791233332	OK	 
REQUEST	2173		Home	1590791233323	1590791233333	OK	 
REQUEST	172		AirlineRegistered	1590791233312	1590791233334	OK	 
REQUEST	1793		ClientRegistration	1590791233334	1590791233343	OK	 
REQUEST	1773		AirlineRegistration	1590791233334	1590791233346	OK	 
USER	RegistrationAirline	2174	START	1590791233371	1590791233371
USER	RegistrationClient	2194	START	1590791233371	1590791233371
REQUEST	2194		Home	1590791233371	1590791233380	OK	 
REQUEST	173		AirlineRegistered	1590791233360	1590791233380	OK	 
REQUEST	2174		Home	1590791233371	1590791233381	OK	 
REQUEST	1794		ClientRegistration	1590791233383	1590791233391	OK	 
REQUEST	1774		AirlineRegistration	1590791233383	1590791233395	OK	 
USER	RegistrationClient	2195	START	1590791233420	1590791233420
USER	RegistrationAirline	2175	START	1590791233420	1590791233420
REQUEST	174		AirlineRegistered	1590791233410	1590791233429	OK	 
REQUEST	2195		Home	1590791233421	1590791233429	OK	 
REQUEST	2175		Home	1590791233422	1590791233431	OK	 
REQUEST	1795		ClientRegistration	1590791233431	1590791233438	OK	 
REQUEST	1775		AirlineRegistration	1590791233431	1590791233443	OK	 
USER	RegistrationAirline	2176	START	1590791233475	1590791233475
USER	RegistrationClient	2196	START	1590791233475	1590791233475
REQUEST	175		AirlineRegistered	1590791233465	1590791233484	OK	 
REQUEST	2196		Home	1590791233476	1590791233486	OK	 
REQUEST	2176		Home	1590791233476	1590791233489	OK	 
REQUEST	1796		ClientRegistration	1590791233480	1590791233490	OK	 
REQUEST	1776		AirlineRegistration	1590791233485	1590791233496	OK	 
REQUEST	176		AirlineRegistered	1590791233501	1590791233518	OK	 
USER	RegistrationAirline	2177	START	1590791233523	1590791233523
USER	RegistrationClient	2197	START	1590791233523	1590791233523
REQUEST	2177		Home	1590791233523	1590791233532	OK	 
REQUEST	2197		Home	1590791233523	1590791233532	OK	 
REQUEST	1797		ClientRegistration	1590791233534	1590791233542	OK	 
REQUEST	1777		AirlineRegistration	1590791233534	1590791233545	OK	 
USER	RegistrationAirline	2178	START	1590791233574	1590791233574
USER	RegistrationClient	2198	START	1590791233578	1590791233578
REQUEST	1798		ClientRegistration	1590791233571	1590791233585	OK	 
REQUEST	177		AirlineRegistered	1590791233560	1590791233587	OK	 
REQUEST	2178		Home	1590791233576	1590791233588	OK	 
REQUEST	2198		Home	1590791233581	1590791233593	OK	 
REQUEST	1778		AirlineRegistration	1590791233571	1590791233598	OK	 
USER	RegistrationClient	2199	START	1590791233623	1590791233623
USER	RegistrationAirline	2179	START	1590791233623	1590791233623
REQUEST	2179		Home	1590791233623	1590791233633	OK	 
REQUEST	2199		Home	1590791233623	1590791233633	OK	 
REQUEST	178		AirlineRegistered	1590791233612	1590791233636	OK	 
REQUEST	1799		ClientRegistration	1590791233634	1590791233643	OK	 
REQUEST	1779		AirlineRegistration	1590791233634	1590791233648	OK	 
REQUEST	179		AirlineRegistered	1590791233650	1590791233666	OK	 
USER	RegistrationClient	2200	START	1590791233672	1590791233672
USER	RegistrationAirline	2180	START	1590791233672	1590791233672
REQUEST	2200		Home	1590791233672	1590791233680	OK	 
REQUEST	2180		Home	1590791233672	1590791233680	OK	 
REQUEST	1800		ClientRegistration	1590791233683	1590791233689	OK	 
REQUEST	1780		AirlineRegistration	1590791233683	1590791233693	OK	 
USER	RegistrationClient	2201	START	1590791233720	1590791233720
USER	RegistrationAirline	2181	START	1590791233720	1590791233720
REQUEST	2201		Home	1590791233720	1590791233730	OK	 
REQUEST	2181		Home	1590791233720	1590791233732	OK	 
REQUEST	1801		ClientRegistration	1590791233732	1590791233741	OK	 
REQUEST	1781		AirlineRegistration	1590791233731	1590791233748	OK	 
REQUEST	180		AirlineRegistered	1590791233720	1590791233759	OK	 
USER	RegistrationAirline	2182	START	1590791233773	1590791233773
