ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.TrabajadorListaVuelos	trabajadorlistavuelos	1588721043584	 	3.3.1
REQUEST	2364		AirlineLogged	1588721115952	1588721115954	OK	 
REQUEST	2364		AirlineLogged Redirect 1	1588721115954	1588721115955	OK	 
REQUEST	3566		Home	1588721115953	1588721115955	OK	 
USER	TrabajadorListaVuelos	1365	END	1588721071934	1588721115964
REQUEST	1865		ListMyFlights	1588721115964	1588721115964	OK	 
REQUEST	2365		AirlineLogged	1588721115963	1588721115964	OK	 
REQUEST	1865		ListMyFlights Redirect 1	1588721115964	1588721115965	OK	 
REQUEST	2365		AirlineLogged Redirect 1	1588721115964	1588721115965	OK	 
USER	TrabajadorListaVuelos	3567	START	1588721115974	1588721115974
REQUEST	3116		Login	1588721115974	1588721115975	OK	 
REQUEST	3567		Home	1588721115975	1588721115976	OK	 
USER	TrabajadorListaVuelos	1366	END	1588721071956	1588721115985
REQUEST	1867		ListMyFlights	1588721115985	1588721115987	OK	 
REQUEST	1866		ListMyFlights	1588721115985	1588721115987	OK	 
REQUEST	1866		ListMyFlights Redirect 1	1588721115987	1588721115987	OK	 
REQUEST	1867		ListMyFlights Redirect 1	1588721115987	1588721115987	OK	 
USER	TrabajadorListaVuelos	1367	END	1588721071972	1588721115996
USER	TrabajadorListaVuelos	3568	START	1588721115996	1588721115996
REQUEST	3117		Login	1588721115996	1588721115997	OK	 
REQUEST	2366		AirlineLogged	1588721115996	1588721115997	OK	 
REQUEST	2366		AirlineLogged Redirect 1	1588721115997	1588721115998	OK	 
REQUEST	3568		Home	1588721115996	1588721115998	OK	 
USER	TrabajadorListaVuelos	1368	END	1588721071992	1588721116017
USER	TrabajadorListaVuelos	3569	START	1588721116017	1588721116017
REQUEST	1868		ListMyFlights	1588721116017	1588721116018	OK	 
REQUEST	2367		AirlineLogged	1588721116017	1588721116018	OK	 
REQUEST	2367		AirlineLogged Redirect 1	1588721116018	1588721116019	OK	 
REQUEST	1868		ListMyFlights Redirect 1	1588721116018	1588721116019	OK	 
REQUEST	3118		Login	1588721116017	1588721116019	OK	 
REQUEST	3569		Home	1588721116018	1588721116020	OK	 
USER	TrabajadorListaVuelos	3570	START	1588721116032	1588721116032
REQUEST	3119		Login	1588721116032	1588721116033	OK	 
REQUEST	2368		AirlineLogged	1588721116032	1588721116033	OK	 
REQUEST	2368		AirlineLogged Redirect 1	1588721116033	1588721116034	OK	 
REQUEST	3570		Home	1588721116032	1588721116034	OK	 
USER	TrabajadorListaVuelos	1369	END	1588721072013	1588721116042
REQUEST	2369		AirlineLogged	1588721116042	1588721116043	OK	 
REQUEST	2369		AirlineLogged Redirect 1	1588721116044	1588721116044	OK	 
REQUEST	1869		ListMyFlights	1588721116042	1588721116045	OK	 
REQUEST	1869		ListMyFlights Redirect 1	1588721116045	1588721116045	OK	 
USER	TrabajadorListaVuelos	3571	START	1588721116053	1588721116053
REQUEST	3120		Login	1588721116053	1588721116054	OK	 
REQUEST	3571		Home	1588721116053	1588721116055	OK	 
USER	TrabajadorListaVuelos	1370	END	1588721072035	1588721116063
REQUEST	1870		ListMyFlights	1588721116063	1588721116064	OK	 
REQUEST	2370		AirlineLogged	1588721116063	1588721116064	OK	 
REQUEST	2370		AirlineLogged Redirect 1	1588721116064	1588721116065	OK	 
REQUEST	1870		ListMyFlights Redirect 1	1588721116064	1588721116065	OK	 
USER	TrabajadorListaVuelos	3572	START	1588721116074	1588721116074
REQUEST	3121		Login	1588721116074	1588721116075	OK	 
REQUEST	3572		Home	1588721116074	1588721116076	OK	 
USER	TrabajadorListaVuelos	1371	END	1588721072057	1588721116085
REQUEST	1871		ListMyFlights	1588721116085	1588721116086	OK	 
REQUEST	1871		ListMyFlights Redirect 1	1588721116086	1588721116087	OK	 
USER	TrabajadorListaVuelos	3573	START	1588721116096	1588721116096
REQUEST	3122		Login	1588721116096	1588721116097	OK	 
REQUEST	2371		AirlineLogged	1588721116096	1588721116098	OK	 
REQUEST	3573		Home	1588721116096	1588721116098	OK	 
REQUEST	2371		AirlineLogged Redirect 1	1588721116098	1588721116098	OK	 
USER	TrabajadorListaVuelos	1372	END	1588721072072	1588721116107
REQUEST	3123		Login	1588721116107	1588721116108	OK	 
REQUEST	1872		ListMyFlights	1588721116107	1588721116108	OK	 
REQUEST	1872		ListMyFlights Redirect 1	1588721116108	1588721116109	OK	 
USER	TrabajadorListaVuelos	1373	END	1588721072093	1588721116112
USER	TrabajadorListaVuelos	3574	START	1588721116112	1588721116112
REQUEST	2372		AirlineLogged	1588721116112	1588721116113	OK	 
REQUEST	1873		ListMyFlights	1588721116112	1588721116113	OK	 
REQUEST	2372		AirlineLogged Redirect 1	1588721116113	1588721116114	OK	 
REQUEST	1873		ListMyFlights Redirect 1	1588721116113	1588721116114	OK	 
REQUEST	3574		Home	1588721116112	1588721116114	OK	 
REQUEST	3124		Login	1588721116122	1588721116123	OK	 
USER	TrabajadorListaVuelos	3575	START	1588721116132	1588721116132
REQUEST	2373		AirlineLogged	1588721116132	1588721116133	OK	 
REQUEST	2373		AirlineLogged Redirect 1	1588721116133	1588721116134	OK	 
REQUEST	3575		Home	1588721116132	1588721116134	OK	 
USER	TrabajadorListaVuelos	1374	END	1588721072115	1588721116142
REQUEST	1874		ListMyFlights	1588721116142	1588721116143	OK	 
REQUEST	1874		ListMyFlights Redirect 1	1588721116143	1588721116145	OK	 
USER	TrabajadorListaVuelos	3576	START	1588721116153	1588721116153
REQUEST	3125		Login	1588721116153	1588721116154	OK	 
REQUEST	2374		AirlineLogged	1588721116153	1588721116156	OK	 
REQUEST	3576		Home	1588721116153	1588721116156	OK	 
REQUEST	2374		AirlineLogged Redirect 1	1588721116156	1588721116157	OK	 
REQUEST	1875		ListMyFlights	1588721116163	1588721116164	OK	 
REQUEST	1875		ListMyFlights Redirect 1	1588721116164	1588721116165	OK	 
USER	TrabajadorListaVuelos	1375	END	1588721072137	1588721116174
USER	TrabajadorListaVuelos	3577	START	1588721116174	1588721116174
REQUEST	3126		Login	1588721116174	1588721116175	OK	 
REQUEST	2375		AirlineLogged	1588721116174	1588721116176	OK	 
REQUEST	3577		Home	1588721116174	1588721116177	OK	 
REQUEST	2375		AirlineLogged Redirect 1	1588721116176	1588721116177	OK	 
USER	TrabajadorListaVuelos	1376	END	1588721072152	1588721116185
USER	TrabajadorListaVuelos	3578	START	1588721116196	1588721116196
REQUEST	3127		Login	1588721116196	1588721116197	OK	 
REQUEST	2376		AirlineLogged	1588721116196	1588721116198	OK	 
REQUEST	3578		Home	1588721116196	1588721116198	OK	 
REQUEST	2376		AirlineLogged Redirect 1	1588721116198	1588721116199	OK	 
USER	TrabajadorListaVuelos	1377	END	1588721072172	1588721116206
USER	TrabajadorListaVuelos	3579	START	1588721116217	1588721116217
REQUEST	3128		Login	1588721116217	1588721116217	OK	 
REQUEST	2377		AirlineLogged	1588721116217	1588721116218	OK	 
REQUEST	2377		AirlineLogged Redirect 1	1588721116218	1588721116219	OK	 
REQUEST	3579		Home	1588721116217	1588721116219	OK	 
USER	TrabajadorListaVuelos	1378	END	1588721072193	1588721116228
REQUEST	3129		Login	1588721116228	1588721116228	OK	 
USER	TrabajadorListaVuelos	3580	START	1588721116232	1588721116232
REQUEST	2378		AirlineLogged	1588721116232	1588721116233	OK	 
REQUEST	2378		AirlineLogged Redirect 1	1588721116233	1588721116233	OK	 
REQUEST	3580		Home	1588721116232	1588721116234	OK	 
USER	TrabajadorListaVuelos	1379	END	1588721072215	1588721116242
REQUEST	2379		AirlineLogged	1588721116242	1588721116243	OK	 
REQUEST	2379		AirlineLogged Redirect 1	1588721116243	1588721116244	OK	 
USER	TrabajadorListaVuelos	3581	START	1588721116253	1588721116253
REQUEST	3130		Login	1588721116253	1588721116254	OK	 
REQUEST	3581		Home	1588721116253	1588721116255	OK	 
USER	TrabajadorListaVuelos	1380	END	1588721072236	1588721116264
USER	TrabajadorListaVuelos	3582	START	1588721116275	1588721116275
REQUEST	3131		Login	1588721116275	1588721116275	OK	 
REQUEST	1880		ListMyFlights	1588721116275	1588721116276	OK	 
REQUEST	1879		ListMyFlights	1588721116275	1588721116276	OK	 
REQUEST	2380		AirlineLogged	1588721116275	1588721116276	OK	 
REQUEST	1876		ListMyFlights	1588721116275	1588721116277	OK	 
REQUEST	1880		ListMyFlights Redirect 1	1588721116276	1588721116277	OK	 
REQUEST	3582		Home	1588721116275	1588721116277	OK	 
REQUEST	2380		AirlineLogged Redirect 1	1588721116276	1588721116277	OK	 
REQUEST	1876		ListMyFlights Redirect 1	1588721116277	1588721116278	OK	 
REQUEST	1879		ListMyFlights Redirect 1	1588721116276	1588721116278	OK	 
USER	TrabajadorListaVuelos	1381	END	1588721072252	1588721116286
REQUEST	1877		ListMyFlights	1588721116285	1588721116287	OK	 
REQUEST	1881		ListMyFlights	1588721116286	1588721116287	OK	 
REQUEST	1881		ListMyFlights Redirect 1	1588721116287	1588721116288	OK	 
REQUEST	1877		ListMyFlights Redirect 1	1588721116287	1588721116288	OK	 
USER	TrabajadorListaVuelos	3583	START	1588721116297	1588721116297
REQUEST	3132		Login	1588721116297	1588721116297	OK	 
REQUEST	1878		ListMyFlights	1588721116297	1588721116298	OK	 
REQUEST	2381		AirlineLogged	1588721116297	1588721116298	OK	 
REQUEST	1878		ListMyFlights Redirect 1	1588721116298	1588721116299	OK	 
REQUEST	3583		Home	1588721116297	1588721116300	OK	 
REQUEST	2381		AirlineLogged Redirect 1	1588721116298	1588721116300	OK	 
USER	TrabajadorListaVuelos	1382	END	1588721072273	1588721116308
REQUEST	1883		ListMyFlights	1588721116307	1588721116308	OK	 
REQUEST	1882		ListMyFlights	1588721116307	1588721116309	OK	 
REQUEST	1883		ListMyFlights Redirect 1	1588721116308	1588721116310	OK	 
REQUEST	1882		ListMyFlights Redirect 1	1588721116309	1588721116310	OK	 
USER	TrabajadorListaVuelos	1383	END	1588721072294	1588721116312
USER	TrabajadorListaVuelos	3584	START	1588721116312	1588721116312
REQUEST	2382		AirlineLogged	1588721116312	1588721116313	OK	 
REQUEST	3133		Login	1588721116312	1588721116313	OK	 
REQUEST	2382		AirlineLogged Redirect 1	1588721116313	1588721116314	OK	 
REQUEST	3584		Home	1588721116312	1588721116314	OK	 
REQUEST	3134		Login	1588721116322	1588721116323	OK	 
REQUEST	1884		ListMyFlights	1588721116322	1588721116323	OK	 
REQUEST	2383		AirlineLogged	1588721116322	1588721116323	OK	 
REQUEST	1884		ListMyFlights Redirect 1	1588721116323	1588721116324	OK	 
REQUEST	2383		AirlineLogged Redirect 1	1588721116323	1588721116324	OK	 
USER	TrabajadorListaVuelos	3585	START	1588721116332	1588721116332
REQUEST	3585		Home	1588721116332	1588721116334	OK	 
USER	TrabajadorListaVuelos	1384	END	1588721072315	1588721116343
USER	TrabajadorListaVuelos	3586	START	1588721116354	1588721116354
REQUEST	3135		Login	1588721116354	1588721116355	OK	 
REQUEST	2384		AirlineLogged	1588721116354	1588721116356	OK	 
REQUEST	2384		AirlineLogged Redirect 1	1588721116356	1588721116357	OK	 
REQUEST	3586		Home	1588721116354	1588721116357	OK	 
USER	TrabajadorListaVuelos	1385	END	1588721072335	1588721116365
REQUEST	2385		AirlineLogged	1588721116365	1588721116366	OK	 
REQUEST	1885		ListMyFlights	1588721116365	1588721116366	OK	 
REQUEST	2385		AirlineLogged Redirect 1	1588721116366	1588721116367	OK	 
REQUEST	1885		ListMyFlights Redirect 1	1588721116366	1588721116367	OK	 
USER	TrabajadorListaVuelos	3587	START	1588721116376	1588721116376
REQUEST	3136		Login	1588721116376	1588721116377	OK	 
REQUEST	3587		Home	1588721116376	1588721116378	OK	 
USER	TrabajadorListaVuelos	1387	END	1588721072372	1588721116387
USER	TrabajadorListaVuelos	1386	END	1588721072357	1588721116387
REQUEST	1886		ListMyFlights	1588721116387	1588721116388	OK	 
REQUEST	1886		ListMyFlights Redirect 1	1588721116388	1588721116389	OK	 
USER	TrabajadorListaVuelos	3588	START	1588721116397	1588721116397
REQUEST	3137		Login	1588721116397	1588721116398	OK	 
REQUEST	1887		ListMyFlights	1588721116397	1588721116398	OK	 
REQUEST	1887		ListMyFlights Redirect 1	1588721116398	1588721116399	OK	 
REQUEST	2386		AirlineLogged	1588721116397	1588721116400	OK	 
REQUEST	3588		Home	1588721116397	1588721116400	OK	 
REQUEST	2386		AirlineLogged Redirect 1	1588721116400	1588721116401	OK	 
USER	TrabajadorListaVuelos	3589	START	1588721116412	1588721116412
REQUEST	3138		Login	1588721116412	1588721116413	OK	 
REQUEST	1888		ListMyFlights	1588721116412	1588721116413	OK	 
REQUEST	1888		ListMyFlights Redirect 1	1588721116413	1588721116414	OK	 
REQUEST	2387		AirlineLogged	1588721116412	1588721116414	OK	 
REQUEST	3589		Home	1588721116412	1588721116415	OK	 
REQUEST	2387		AirlineLogged Redirect 1	1588721116414	1588721116415	OK	 
USER	TrabajadorListaVuelos	1388	END	1588721072393	1588721116423
REQUEST	3139		Login	1588721116423	1588721116424	OK	 
REQUEST	2388		AirlineLogged	1588721116423	1588721116425	OK	 
REQUEST	2388		AirlineLogged Redirect 1	1588721116425	1588721116425	OK	 
USER	TrabajadorListaVuelos	3590	START	1588721116434	1588721116434
REQUEST	3590		Home	1588721116434	1588721116436	OK	 
USER	TrabajadorListaVuelos	1389	END	1588721072414	1588721116445
REQUEST	1889		ListMyFlights	1588721116445	1588721116446	OK	 
REQUEST	1889		ListMyFlights Redirect 1	1588721116446	1588721116447	OK	 
USER	TrabajadorListaVuelos	3591	START	1588721116456	1588721116456
REQUEST	3140		Login	1588721116456	1588721116457	OK	 
REQUEST	2389		AirlineLogged	1588721116456	1588721116457	OK	 
REQUEST	3591		Home	1588721116456	1588721116458	OK	 
REQUEST	2389		AirlineLogged Redirect 1	1588721116457	1588721116458	OK	 
USER	TrabajadorListaVuelos	1390	END	1588721072436	1588721116467
REQUEST	1890		ListMyFlights	1588721116467	1588721116468	OK	 
REQUEST	1890		ListMyFlights Redirect 1	1588721116468	1588721116468	OK	 
USER	TrabajadorListaVuelos	3592	START	1588721116472	1588721116472
REQUEST	2390		AirlineLogged	1588721116472	1588721116473	OK	 
REQUEST	3141		Login	1588721116472	1588721116473	OK	 
REQUEST	2390		AirlineLogged Redirect 1	1588721116473	1588721116474	OK	 
REQUEST	3592		Home	1588721116472	1588721116474	OK	 
USER	TrabajadorListaVuelos	1391	END	1588721072452	1588721116482
REQUEST	1891		ListMyFlights	1588721116482	1588721116483	OK	 
REQUEST	1891		ListMyFlights Redirect 1	1588721116483	1588721116484	OK	 
USER	TrabajadorListaVuelos	1392	END	1588721072472	1588721116492
USER	TrabajadorListaVuelos	3593	START	1588721116492	1588721116492
REQUEST	3142		Login	1588721116492	1588721116493	OK	 
REQUEST	2391		AirlineLogged	1588721116492	1588721116494	OK	 
REQUEST	3593		Home	1588721116493	1588721116495	OK	 
REQUEST	2391		AirlineLogged Redirect 1	1588721116494	1588721116495	OK	 
REQUEST	1892		ListMyFlights	1588721116503	1588721116504	OK	 
REQUEST	2392		AirlineLogged	1588721116503	1588721116504	OK	 
REQUEST	2392		AirlineLogged Redirect 1	1588721116504	1588721116505	OK	 
REQUEST	1892		ListMyFlights Redirect 1	1588721116504	1588721116505	OK	 
USER	TrabajadorListaVuelos	3594	START	1588721116513	1588721116513
REQUEST	3143		Login	1588721116513	1588721116514	OK	 
REQUEST	3594		Home	1588721116513	1588721116515	OK	 
USER	TrabajadorListaVuelos	1393	END	1588721072494	1588721116523
REQUEST	1893		ListMyFlights	1588721116523	1588721116524	OK	 
REQUEST	1893		ListMyFlights Redirect 1	1588721116524	1588721116525	OK	 
USER	TrabajadorListaVuelos	3595	START	1588721116534	1588721116534
REQUEST	3144		Login	1588721116534	1588721116535	OK	 
REQUEST	1894		ListMyFlights	1588721116534	1588721116535	OK	 
REQUEST	1894		ListMyFlights Redirect 1	1588721116535	1588721116536	OK	 
REQUEST	2393		AirlineLogged	1588721116534	1588721116537	OK	 
REQUEST	3595		Home	1588721116535	1588721116537	OK	 
REQUEST	2393		AirlineLogged Redirect 1	1588721116537	1588721116537	OK	 
USER	TrabajadorListaVuelos	1394	END	1588721072516	1588721116545
USER	TrabajadorListaVuelos	3596	START	1588721116556	1588721116556
REQUEST	3145		Login	1588721116556	1588721116557	OK	 
REQUEST	2394		AirlineLogged	1588721116556	1588721116557	OK	 
REQUEST	3596		Home	1588721116556	1588721116558	OK	 
REQUEST	2394		AirlineLogged Redirect 1	1588721116558	1588721116559	OK	 
USER	TrabajadorListaVuelos	1395	END	1588721072532	1588721116566
USER	TrabajadorListaVuelos	1396	END	1588721072552	1588721116566
REQUEST	1895		ListMyFlights	1588721116566	1588721116567	OK	 
REQUEST	1895		ListMyFlights Redirect 1	1588721116567	1588721116568	OK	 
USER	TrabajadorListaVuelos	3597	START	1588721116576	1588721116576
REQUEST	3146		Login	1588721116576	1588721116577	OK	 
REQUEST	2395		AirlineLogged	1588721116576	1588721116578	OK	 
REQUEST	3597		Home	1588721116576	1588721116579	OK	 
REQUEST	2395		AirlineLogged Redirect 1	1588721116578	1588721116579	OK	 
REQUEST	1896		ListMyFlights	1588721116587	1588721116588	OK	 
REQUEST	2396		AirlineLogged	1588721116587	1588721116588	OK	 
REQUEST	1896		ListMyFlights Redirect 1	1588721116588	1588721116589	OK	 
REQUEST	2396		AirlineLogged Redirect 1	1588721116588	1588721116589	OK	 
USER	TrabajadorListaVuelos	3598	START	1588721116592	1588721116592
REQUEST	3147		Login	1588721116592	1588721116592	OK	 
REQUEST	3598		Home	1588721116592	1588721116594	OK	 
USER	TrabajadorListaVuelos	1397	END	1588721072573	1588721116602
REQUEST	1897		ListMyFlights	1588721116602	1588721116603	OK	 
REQUEST	1897		ListMyFlights Redirect 1	1588721116603	1588721116604	OK	 
USER	TrabajadorListaVuelos	3599	START	1588721116612	1588721116612
REQUEST	3148		Login	1588721116612	1588721116613	OK	 
REQUEST	2397		AirlineLogged	1588721116612	1588721116614	OK	 
REQUEST	2397		AirlineLogged Redirect 1	1588721116614	1588721116614	OK	 
REQUEST	3599		Home	1588721116612	1588721116614	OK	 
USER	TrabajadorListaVuelos	1398	END	1588721072595	1588721116623
REQUEST	1898		ListMyFlights	1588721116623	1588721116624	OK	 
REQUEST	1898		ListMyFlights Redirect 1	1588721116624	1588721116625	OK	 
USER	TrabajadorListaVuelos	3600	START	1588721116633	1588721116633
REQUEST	3149		Login	1588721116633	1588721116634	OK	 
REQUEST	2398		AirlineLogged	1588721116633	1588721116635	OK	 
REQUEST	2398		AirlineLogged Redirect 1	1588721116635	1588721116636	OK	 
REQUEST	3600		Home	1588721116633	1588721116636	OK	 
USER	TrabajadorListaVuelos	1399	END	1588721072616	1588721116644
REQUEST	1899		ListMyFlights	1588721116644	1588721116645	OK	 
REQUEST	1899		ListMyFlights Redirect 1	1588721116645	1588721116646	OK	 
USER	TrabajadorListaVuelos	1400	END	1588721072632	1588721116655
USER	TrabajadorListaVuelos	3601	START	1588721116655	1588721116655
REQUEST	2399		AirlineLogged	1588721116655	1588721116656	OK	 
REQUEST	2399		AirlineLogged Redirect 1	1588721116656	1588721116656	OK	 
REQUEST	3150		Login	1588721116655	1588721116656	OK	 
REQUEST	3601		Home	1588721116655	1588721116657	OK	 
REQUEST	1900		ListMyFlights	1588721116665	1588721116666	OK	 
REQUEST	1900		ListMyFlights Redirect 1	1588721116666	1588721116667	OK	 
USER	TrabajadorListaVuelos	3602	START	1588721116676	1588721116676
REQUEST	2402		AirlineLogged	1588721116676	1588721116677	OK	 
REQUEST	2400		AirlineLogged	1588721116676	1588721116678	OK	 
REQUEST	2402		AirlineLogged Redirect 1	1588721116677	1588721116678	OK	 
REQUEST	2400		AirlineLogged Redirect 1	1588721116678	1588721116679	OK	 
REQUEST	3602		Home	1588721116677	1588721116679	OK	 
USER	TrabajadorListaVuelos	1401	END	1588721072652	1588721116687
REQUEST	2401		AirlineLogged	1588721116687	1588721116688	OK	 
REQUEST	3151		Login	1588721116687	1588721116689	OK	 
REQUEST	1901		ListMyFlights	1588721116687	1588721116690	OK	 
REQUEST	2401		AirlineLogged Redirect 1	1588721116688	1588721116690	OK	 
REQUEST	1901		ListMyFlights Redirect 1	1588721116690	1588721116691	OK	 
USER	TrabajadorListaVuelos	3603	START	1588721116692	1588721116692
REQUEST	3152		Login	1588721116692	1588721116692	OK	 
REQUEST	3603		Home	1588721116692	1588721116694	OK	 
REQUEST	1902		ListMyFlights	1588721116702	1588721116703	OK	 
REQUEST	1902		ListMyFlights Redirect 1	1588721116703	1588721116703	OK	 
USER	TrabajadorListaVuelos	1402	END	1588721072683	1588721116713
USER	TrabajadorListaVuelos	3604	START	1588721116713	1588721116713
REQUEST	3604		Home	1588721116713	1588721116715	OK	 
REQUEST	3153		Login	1588721116723	1588721116724	OK	 
REQUEST	1903		ListMyFlights	1588721116723	1588721116725	OK	 
REQUEST	2403		AirlineLogged	1588721116723	1588721116725	OK	 
REQUEST	1903		ListMyFlights Redirect 1	1588721116725	1588721116725	OK	 
REQUEST	2403		AirlineLogged Redirect 1	1588721116725	1588721116726	OK	 
