ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AirlineConsultaVuelo	airlineconsultavuelo	1588727335374	 	3.3.1
REQUEST	1618		Home	1588727368971	1588727368973	OK	 
USER	AirlineConsultaVuelo	1619	START	1588727368986	1588727368986
REQUEST	1268		Login	1588727368986	1588727368987	OK	 
REQUEST	567		AirlineLogged	1588727368986	1588727368987	OK	 
REQUEST	567		AirlineLogged Redirect 1	1588727368987	1588727368988	OK	 
REQUEST	1619		Home	1588727368986	1588727368989	OK	 
USER	AirlineConsultaVuelo	1620	START	1588727369006	1588727369006
REQUEST	1269		Login	1588727369007	1588727369007	OK	 
REQUEST	568		AirlineLogged	1588727369007	1588727369008	OK	 
REQUEST	568		AirlineLogged Redirect 1	1588727369008	1588727369009	OK	 
REQUEST	1620		Home	1588727369007	1588727369009	OK	 
USER	AirlineConsultaVuelo	1621	START	1588727369027	1588727369027
REQUEST	1270		Login	1588727369027	1588727369028	OK	 
REQUEST	569		AirlineLogged	1588727369027	1588727369028	OK	 
REQUEST	569		AirlineLogged Redirect 1	1588727369029	1588727369030	OK	 
REQUEST	1621		Home	1588727369028	1588727369030	OK	 
REQUEST	570		AirlineLogged	1588727369038	1588727369039	OK	 
REQUEST	570		AirlineLogged Redirect 1	1588727369039	1588727369040	OK	 
USER	AirlineConsultaVuelo	1622	START	1588727369049	1588727369049
REQUEST	1271		Login	1588727369049	1588727369050	OK	 
REQUEST	1622		Home	1588727369049	1588727369051	OK	 
REQUEST	571		AirlineLogged	1588727369060	1588727369061	OK	 
REQUEST	571		AirlineLogged Redirect 1	1588727369061	1588727369062	OK	 
USER	AirlineConsultaVuelo	1623	START	1588727369071	1588727369071
REQUEST	1272		Login	1588727369071	1588727369072	OK	 
REQUEST	572		AirlineLogged	1588727369071	1588727369072	OK	 
REQUEST	572		AirlineLogged Redirect 1	1588727369072	1588727369073	OK	 
REQUEST	1623		Home	1588727369071	1588727369074	OK	 
USER	AirlineConsultaVuelo	1624	START	1588727369086	1588727369086
REQUEST	1273		Login	1588727369086	1588727369087	OK	 
REQUEST	1624		Home	1588727369086	1588727369088	OK	 
REQUEST	1274		Login	1588727369096	1588727369097	OK	 
REQUEST	573		AirlineLogged	1588727369096	1588727369097	OK	 
REQUEST	573		AirlineLogged Redirect 1	1588727369097	1588727369098	OK	 
USER	AirlineConsultaVuelo	1625	START	1588727369107	1588727369107
REQUEST	1625		Home	1588727369107	1588727369109	OK	 
REQUEST	574		AirlineLogged	1588727369118	1588727369118	OK	 
REQUEST	574		AirlineLogged Redirect 1	1588727369118	1588727369119	OK	 
USER	AirlineConsultaVuelo	1626	START	1588727369128	1588727369128
REQUEST	1275		Login	1588727369128	1588727369129	OK	 
REQUEST	1626		Home	1588727369128	1588727369130	OK	 
REQUEST	575		AirlineLogged	1588727369139	1588727369139	OK	 
REQUEST	575		AirlineLogged Redirect 1	1588727369139	1588727369140	OK	 
USER	AirlineConsultaVuelo	1627	START	1588727369149	1588727369149
REQUEST	1276		Login	1588727369149	1588727369150	OK	 
REQUEST	1627		Home	1588727369149	1588727369152	OK	 
REQUEST	576		AirlineLogged	1588727369159	1588727369160	OK	 
REQUEST	576		AirlineLogged Redirect 1	1588727369160	1588727369161	OK	 
USER	AirlineConsultaVuelo	1628	START	1588727369170	1588727369170
REQUEST	1277		Login	1588727369170	1588727369171	OK	 
REQUEST	1628		Home	1588727369170	1588727369173	OK	 
REQUEST	577		AirlineLogged	1588727369180	1588727369181	OK	 
REQUEST	577		AirlineLogged Redirect 1	1588727369181	1588727369182	OK	 
USER	AirlineConsultaVuelo	1629	START	1588727369190	1588727369190
REQUEST	1278		Login	1588727369190	1588727369191	OK	 
REQUEST	1629		Home	1588727369191	1588727369193	OK	 
USER	AirlineConsultaVuelo	1630	START	1588727369212	1588727369212
REQUEST	1279		Login	1588727369212	1588727369213	OK	 
REQUEST	578		AirlineLogged	1588727369212	1588727369213	OK	 
REQUEST	578		AirlineLogged Redirect 1	1588727369213	1588727369214	OK	 
REQUEST	1630		Home	1588727369212	1588727369215	OK	 
REQUEST	1280		Login	1588727369216	1588727369217	OK	 
USER	AirlineConsultaVuelo	1631	START	1588727369226	1588727369226
REQUEST	579		AirlineLogged	1588727369226	1588727369227	OK	 
REQUEST	579		AirlineLogged Redirect 1	1588727369227	1588727369228	OK	 
REQUEST	1631		Home	1588727369226	1588727369229	OK	 
REQUEST	580		AirlineLogged	1588727369236	1588727369237	OK	 
REQUEST	580		AirlineLogged Redirect 1	1588727369237	1588727369237	OK	 
USER	AirlineConsultaVuelo	1632	START	1588727369247	1588727369247
REQUEST	1281		Login	1588727369247	1588727369248	OK	 
REQUEST	1632		Home	1588727369247	1588727369249	OK	 
USER	AirlineConsultaVuelo	1633	START	1588727369269	1588727369269
REQUEST	1282		Login	1588727369269	1588727369270	OK	 
REQUEST	581		AirlineLogged	1588727369269	1588727369270	OK	 
REQUEST	581		AirlineLogged Redirect 1	1588727369270	1588727369271	OK	 
REQUEST	1633		Home	1588727369269	1588727369271	OK	 
USER	AirlineConsultaVuelo	1634	START	1588727369290	1588727369290
REQUEST	1283		Login	1588727369290	1588727369291	OK	 
REQUEST	582		AirlineLogged	1588727369290	1588727369291	OK	 
REQUEST	582		AirlineLogged Redirect 1	1588727369291	1588727369292	OK	 
REQUEST	1634		Home	1588727369290	1588727369292	OK	 
USER	AirlineConsultaVuelo	1635	START	1588727369310	1588727369310
REQUEST	1284		Login	1588727369310	1588727369311	OK	 
REQUEST	583		AirlineLogged	1588727369310	1588727369311	OK	 
REQUEST	583		AirlineLogged Redirect 1	1588727369311	1588727369312	OK	 
REQUEST	1635		Home	1588727369310	1588727369313	OK	 
REQUEST	1285		Login	1588727369320	1588727369321	OK	 
REQUEST	584		AirlineLogged	1588727369320	1588727369321	OK	 
REQUEST	584		AirlineLogged Redirect 1	1588727369321	1588727369322	OK	 
USER	AirlineConsultaVuelo	1636	START	1588727369331	1588727369331
REQUEST	585		AirlineLogged	1588727369331	1588727369332	OK	 
REQUEST	585		AirlineLogged Redirect 1	1588727369332	1588727369333	OK	 
REQUEST	1636		Home	1588727369331	1588727369333	OK	 
USER	AirlineConsultaVuelo	1637	START	1588727369346	1588727369346
REQUEST	1286		Login	1588727369346	1588727369347	OK	 
REQUEST	1637		Home	1588727369346	1588727369348	OK	 
USER	AirlineConsultaVuelo	1638	START	1588727369367	1588727369367
REQUEST	1287		Login	1588727369367	1588727369368	OK	 
REQUEST	586		AirlineLogged	1588727369367	1588727369368	OK	 
REQUEST	586		AirlineLogged Redirect 1	1588727369369	1588727369369	OK	 
REQUEST	1638		Home	1588727369367	1588727369370	OK	 
USER	AirlineConsultaVuelo	1639	START	1588727369388	1588727369388
REQUEST	1288		Login	1588727369388	1588727369389	OK	 
REQUEST	587		AirlineLogged	1588727369388	1588727369389	OK	 
REQUEST	587		AirlineLogged Redirect 1	1588727369390	1588727369390	OK	 
REQUEST	1639		Home	1588727369389	1588727369391	OK	 
REQUEST	1289		Login	1588727369398	1588727369399	OK	 
USER	AirlineConsultaVuelo	1640	START	1588727369409	1588727369409
REQUEST	588		AirlineLogged	1588727369409	1588727369411	OK	 
REQUEST	588		AirlineLogged Redirect 1	1588727369411	1588727369411	OK	 
REQUEST	1640		Home	1588727369409	1588727369412	OK	 
USER	AirlineConsultaVuelo	1641	START	1588727369431	1588727369431
REQUEST	1290		Login	1588727369431	1588727369432	OK	 
REQUEST	1641		Home	1588727369431	1588727369433	OK	 
REQUEST	1291		Login	1588727369442	1588727369443	OK	 
USER	AirlineConsultaVuelo	1642	START	1588727369446	1588727369446
REQUEST	590		AirlineLogged	1588727369446	1588727369447	OK	 
REQUEST	589		AirlineLogged	1588727369446	1588727369448	OK	 
REQUEST	590		AirlineLogged Redirect 1	1588727369447	1588727369448	OK	 
REQUEST	589		AirlineLogged Redirect 1	1588727369448	1588727369448	OK	 
REQUEST	1642		Home	1588727369446	1588727369449	OK	 
REQUEST	591		AirlineLogged	1588727369457	1588727369458	OK	 
REQUEST	591		AirlineLogged Redirect 1	1588727369458	1588727369459	OK	 
USER	AirlineConsultaVuelo	1643	START	1588727369468	1588727369468
REQUEST	1292		Login	1588727369468	1588727369468	OK	 
REQUEST	1643		Home	1588727369468	1588727369470	OK	 
USER	AirlineConsultaVuelo	1644	START	1588727369490	1588727369490
REQUEST	1293		Login	1588727369490	1588727369490	OK	 
REQUEST	592		AirlineLogged	1588727369490	1588727369491	OK	 
REQUEST	592		AirlineLogged Redirect 1	1588727369505	1588727369505	OK	 
REQUEST	1644		Home	1588727369490	1588727369506	OK	 
USER	AirlineConsultaVuelo	1645	START	1588727369506	1588727369506
REQUEST	1294		Login	1588727369506	1588727369507	OK	 
REQUEST	593		AirlineLogged	1588727369506	1588727369508	OK	 
REQUEST	1645		Home	1588727369506	1588727369509	OK	 
REQUEST	593		AirlineLogged Redirect 1	1588727369508	1588727369510	OK	 
USER	AirlineConsultaVuelo	1646	START	1588727369527	1588727369527
REQUEST	1295		Login	1588727369527	1588727369528	OK	 
REQUEST	594		AirlineLogged	1588727369527	1588727369528	OK	 
REQUEST	594		AirlineLogged Redirect 1	1588727369528	1588727369529	OK	 
REQUEST	1646		Home	1588727369527	1588727369529	OK	 
REQUEST	595		AirlineLogged	1588727369538	1588727369538	OK	 
REQUEST	595		AirlineLogged Redirect 1	1588727369539	1588727369539	OK	 
USER	AirlineConsultaVuelo	1647	START	1588727369549	1588727369549
REQUEST	1296		Login	1588727369549	1588727369549	OK	 
REQUEST	1647		Home	1588727369549	1588727369551	OK	 
REQUEST	1297		Login	1588727369559	1588727369560	OK	 
REQUEST	596		AirlineLogged	1588727369559	1588727369560	OK	 
REQUEST	596		AirlineLogged Redirect 1	1588727369560	1588727369561	OK	 
USER	AirlineConsultaVuelo	1648	START	1588727369569	1588727369569
REQUEST	1648		Home	1588727369569	1588727369571	OK	 
REQUEST	597		AirlineLogged	1588727369580	1588727369581	OK	 
REQUEST	597		AirlineLogged Redirect 1	1588727369581	1588727369582	OK	 
USER	AirlineConsultaVuelo	1649	START	1588727369591	1588727369591
REQUEST	1298		Login	1588727369591	1588727369591	OK	 
REQUEST	1649		Home	1588727369591	1588727369593	OK	 
USER	AirlineConsultaVuelo	1650	START	1588727369606	1588727369606
REQUEST	1299		Login	1588727369606	1588727369607	OK	 
REQUEST	598		AirlineLogged	1588727369606	1588727369607	OK	 
REQUEST	598		AirlineLogged Redirect 1	1588727369607	1588727369609	OK	 
REQUEST	1650		Home	1588727369606	1588727369609	OK	 
REQUEST	599		AirlineLogged	1588727369616	1588727369617	OK	 
REQUEST	599		AirlineLogged Redirect 1	1588727369617	1588727369618	OK	 
USER	AirlineConsultaVuelo	1651	START	1588727369627	1588727369627
REQUEST	1300		Login	1588727369627	1588727369628	OK	 
REQUEST	1651		Home	1588727369627	1588727369629	OK	 
REQUEST	600		AirlineLogged	1588727369637	1588727369638	OK	 
REQUEST	600		AirlineLogged Redirect 1	1588727369638	1588727369638	OK	 
USER	AirlineConsultaVuelo	1652	START	1588727369648	1588727369648
REQUEST	1301		Login	1588727369648	1588727369649	OK	 
REQUEST	1302		Login	1588727369648	1588727369650	OK	 
REQUEST	1652		Home	1588727369648	1588727369651	OK	 
REQUEST	602		AirlineLogged	1588727369659	1588727369660	OK	 
REQUEST	601		AirlineLogged	1588727369659	1588727369660	OK	 
REQUEST	602		AirlineLogged Redirect 1	1588727369660	1588727369661	OK	 
REQUEST	601		AirlineLogged Redirect 1	1588727369660	1588727369661	OK	 
USER	AirlineConsultaVuelo	1653	START	1588727369669	1588727369669
REQUEST	1653		Home	1588727369669	1588727369671	OK	 
USER	AirlineConsultaVuelo	1654	START	1588727369690	1588727369690
REQUEST	1303		Login	1588727369690	1588727369691	OK	 
REQUEST	1654		Home	1588727369690	1588727369693	OK	 
REQUEST	1304		Login	1588727369701	1588727369702	OK	 
REQUEST	603		AirlineLogged	1588727369701	1588727369702	OK	 
REQUEST	603		AirlineLogged Redirect 1	1588727369703	1588727369704	OK	 
USER	AirlineConsultaVuelo	1655	START	1588727369711	1588727369711
REQUEST	1655		Home	1588727369712	1588727369714	OK	 
REQUEST	604		AirlineLogged	1588727369716	1588727369717	OK	 
REQUEST	604		AirlineLogged Redirect 1	1588727369718	1588727369718	OK	 
USER	AirlineConsultaVuelo	1656	START	1588727369726	1588727369726
REQUEST	1305		Login	1588727369727	1588727369727	OK	 
REQUEST	605		AirlineLogged	1588727369727	1588727369728	OK	 
REQUEST	605		AirlineLogged Redirect 1	1588727369728	1588727369729	OK	 
REQUEST	1656		Home	1588727369727	1588727369729	OK	 
USER	AirlineConsultaVuelo	1657	START	1588727369749	1588727369749
REQUEST	1306		Login	1588727369749	1588727369750	OK	 
REQUEST	1657		Home	1588727369749	1588727369751	OK	 
REQUEST	606		AirlineLogged	1588727369760	1588727369760	OK	 
REQUEST	606		AirlineLogged Redirect 1	1588727369761	1588727369761	OK	 
USER	AirlineConsultaVuelo	1658	START	1588727369771	1588727369771
REQUEST	1307		Login	1588727369771	1588727369772	OK	 
REQUEST	607		AirlineLogged	1588727369771	1588727369772	OK	 
REQUEST	607		AirlineLogged Redirect 1	1588727369772	1588727369773	OK	 
REQUEST	1658		Home	1588727369771	1588727369773	OK	 
USER	AirlineConsultaVuelo	1659	START	1588727369791	1588727369791
REQUEST	1308		Login	1588727369791	1588727369792	OK	 
REQUEST	1659		Home	1588727369791	1588727369793	OK	 
REQUEST	1309		Login	1588727369801	1588727369802	OK	 
REQUEST	608		AirlineLogged	1588727369801	1588727369803	OK	 
REQUEST	608		AirlineLogged Redirect 1	1588727369803	1588727369803	OK	 
USER	AirlineConsultaVuelo	1660	START	1588727369806	1588727369806
REQUEST	1660		Home	1588727369806	1588727369808	OK	 
REQUEST	609		AirlineLogged	1588727369816	1588727369817	OK	 
REQUEST	609		AirlineLogged Redirect 1	1588727369817	1588727369818	OK	 
USER	AirlineConsultaVuelo	1661	START	1588727369827	1588727369827
REQUEST	1310		Login	1588727369827	1588727369828	OK	 
REQUEST	1661		Home	1588727369828	1588727369830	OK	 
REQUEST	610		AirlineLogged	1588727369839	1588727369839	OK	 
REQUEST	610		AirlineLogged Redirect 1	1588727369840	1588727369840	OK	 
USER	AirlineConsultaVuelo	1662	START	1588727369850	1588727369850
REQUEST	1311		Login	1588727369850	1588727369851	OK	 
REQUEST	1662		Home	1588727369850	1588727369852	OK	 
REQUEST	611		AirlineLogged	1588727369861	1588727369861	OK	 
REQUEST	611		AirlineLogged Redirect 1	1588727369861	1588727369862	OK	 
USER	AirlineConsultaVuelo	1663	START	1588727369872	1588727369872
REQUEST	1312		Login	1588727369872	1588727369872	OK	 
REQUEST	612		AirlineLogged	1588727369872	1588727369873	OK	 
REQUEST	612		AirlineLogged Redirect 1	1588727369873	1588727369874	OK	 
REQUEST	1663		Home	1588727369872	1588727369875	OK	 
USER	AirlineConsultaVuelo	1664	START	1588727369886	1588727369886
REQUEST	1313		Login	1588727369886	1588727369887	OK	 
REQUEST	1664		Home	1588727369886	1588727369889	OK	 
REQUEST	613		AirlineLogged	1588727369896	1588727369897	OK	 
REQUEST	613		AirlineLogged Redirect 1	1588727369897	1588727369898	OK	 
USER	AirlineConsultaVuelo	1665	START	1588727369906	1588727369906
REQUEST	1314		Login	1588727369907	1588727369907	OK	 
REQUEST	1665		Home	1588727369907	1588727369909	OK	 
REQUEST	614		AirlineLogged	1588727369917	1588727369918	OK	 
REQUEST	614		AirlineLogged Redirect 1	1588727369918	1588727369919	OK	 
USER	AirlineConsultaVuelo	1666	START	1588727369928	1588727369928
REQUEST	1315		Login	1588727369928	1588727369929	OK	 
REQUEST	1666		Home	1588727369929	1588727369930	OK	 
REQUEST	615		AirlineLogged	1588727369940	1588727369940	OK	 
REQUEST	615		AirlineLogged Redirect 1	1588727369940	1588727369941	OK	 
USER	AirlineConsultaVuelo	1667	START	1588727369950	1588727369950
REQUEST	1316		Login	1588727369950	1588727369951	OK	 
REQUEST	616		AirlineLogged	1588727369950	1588727369951	OK	 
REQUEST	616		AirlineLogged Redirect 1	1588727369951	1588727369953	OK	 
REQUEST	1667		Home	1588727369951	1588727369953	OK	 
REQUEST	1317		Login	1588727369961	1588727369962	OK	 
USER	AirlineConsultaVuelo	1668	START	1588727369966	1588727369966
REQUEST	1668		Home	1588727369966	1588727369968	OK	 
REQUEST	617		AirlineLogged	1588727369978	1588727369978	OK	 
REQUEST	617		AirlineLogged Redirect 1	1588727369978	1588727369979	OK	 
USER	AirlineConsultaVuelo	1669	START	1588727369988	1588727369988
REQUEST	1318		Login	1588727369988	1588727369989	OK	 
REQUEST	1669		Home	1588727369988	1588727369990	OK	 
REQUEST	618		AirlineLogged	1588727369998	1588727369999	OK	 
REQUEST	618		AirlineLogged Redirect 1	1588727369999	1588727370000	OK	 
USER	AirlineConsultaVuelo	1670	START	1588727370009	1588727370009
REQUEST	1319		Login	1588727370009	1588727370010	OK	 
REQUEST	1670		Home	1588727370009	1588727370011	OK	 
REQUEST	619		AirlineLogged	1588727370019	1588727370020	OK	 
REQUEST	619		AirlineLogged Redirect 1	1588727370020	1588727370020	OK	 
USER	AirlineConsultaVuelo	1671	START	1588727370029	1588727370029
REQUEST	1320		Login	1588727370029	1588727370030	OK	 
REQUEST	1671		Home	1588727370029	1588727370031	OK	 
REQUEST	620		AirlineLogged	1588727370040	1588727370040	OK	 
REQUEST	620		AirlineLogged Redirect 1	1588727370040	1588727370041	OK	 
USER	AirlineConsultaVuelo	1672	START	1588727370050	1588727370050
REQUEST	1321		Login	1588727370050	1588727370051	OK	 
REQUEST	1672		Home	1588727370050	1588727370052	OK	 
REQUEST	1322		Login	1588727370062	1588727370062	OK	 
REQUEST	621		AirlineLogged	1588727370062	1588727370062	OK	 
REQUEST	621		AirlineLogged Redirect 1	1588727370063	1588727370063	OK	 
USER	AirlineConsultaVuelo	1673	START	1588727370066	1588727370066
REQUEST	622		AirlineLogged	1588727370066	1588727370067	OK	 
REQUEST	622		AirlineLogged Redirect 1	1588727370067	1588727370068	OK	 
REQUEST	1673		Home	1588727370066	1588727370068	OK	 
REQUEST	623		AirlineLogged	1588727370076	1588727370077	OK	 
REQUEST	623		AirlineLogged Redirect 1	1588727370077	1588727370078	OK	 
USER	AirlineConsultaVuelo	1674	START	1588727370087	1588727370087
REQUEST	1323		Login	1588727370087	1588727370088	OK	 
REQUEST	1674		Home	1588727370087	1588727370089	OK	 
USER	AirlineConsultaVuelo	1675	START	1588727370109	1588727370109
REQUEST	1324		Login	1588727370109	1588727370110	OK	 
REQUEST	1675		Home	1588727370109	1588727370111	OK	 
REQUEST	624		AirlineLogged	1588727370120	1588727370121	OK	 
REQUEST	624		AirlineLogged Redirect 1	1588727370121	1588727370122	OK	 
USER	AirlineConsultaVuelo	1676	START	1588727370130	1588727370130
REQUEST	1325		Login	1588727370130	1588727370132	OK	 
REQUEST	1676		Home	1588727370130	1588727370133	OK	 
REQUEST	625		AirlineLogged	1588727370141	1588727370142	OK	 
REQUEST	625		AirlineLogged Redirect 1	1588727370142	1588727370143	OK	 
USER	AirlineConsultaVuelo	1677	START	1588727370151	1588727370151
REQUEST	1326		Login	1588727370151	1588727370152	OK	 
REQUEST	1677		Home	1588727370151	1588727370153	OK	 
REQUEST	1327		Login	1588727370156	1588727370157	OK	 
REQUEST	626		AirlineLogged	1588727370156	1588727370157	OK	 
REQUEST	626		AirlineLogged Redirect 1	1588727370157	1588727370158	OK	 
USER	AirlineConsultaVuelo	1678	START	1588727370166	1588727370166
REQUEST	627		AirlineLogged	1588727370166	1588727370167	OK	 
REQUEST	627		AirlineLogged Redirect 1	1588727370167	1588727370168	OK	 
REQUEST	1678		Home	1588727370166	1588727370169	OK	 
USER	AirlineConsultaVuelo	1679	START	1588727370187	1588727370187
REQUEST	1328		Login	1588727370188	1588727370188	OK	 
REQUEST	628		AirlineLogged	1588727370188	1588727370188	OK	 
REQUEST	628		AirlineLogged Redirect 1	1588727370189	1588727370189	OK	 
REQUEST	1679		Home	1588727370188	1588727370190	OK	 
USER	AirlineConsultaVuelo	1680	START	1588727370209	1588727370209
REQUEST	1329		Login	1588727370209	1588727370210	OK	 
REQUEST	629		AirlineLogged	1588727370209	1588727370210	OK	 
REQUEST	629		AirlineLogged Redirect 1	1588727370210	1588727370211	OK	 
REQUEST	1680		Home	1588727370209	1588727370211	OK	 
USER	AirlineConsultaVuelo	1681	START	1588727370230	1588727370230
REQUEST	1330		Login	1588727370230	1588727370231	OK	 
REQUEST	1681		Home	1588727370231	1588727370233	OK	 
REQUEST	630		AirlineLogged	1588727370241	1588727370242	OK	 
REQUEST	630		AirlineLogged Redirect 1	1588727370242	1588727370243	OK	 
USER	AirlineConsultaVuelo	1682	START	1588727370246	1588727370246
REQUEST	1331		Login	1588727370246	1588727370247	OK	 
REQUEST	1682		Home	1588727370246	1588727370248	OK	 
REQUEST	1332		Login	1588727370256	1588727370257	OK	 
REQUEST	631		AirlineLogged	1588727370256	1588727370257	OK	 
