ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
ASSERTION	AAECAAMEAAAAAAAAgFZA
RUN	dp2.AirportSimulation	airportsimulation	1590233309616	 	3.3.1
REQUEST	2045		request_10 Redirect 1	1590233366272	1590233366274	OK	 
REQUEST	2065		request_10 Redirect 1	1590233366272	1590233366274	OK	 
REQUEST	2055		request_10 Redirect 1	1590233366272	1590233366274	OK	 
REQUEST	2105		request_10 Redirect 1	1590233366272	1590233366274	OK	 
REQUEST	1745		LoggedClient Redirect 1	1590233366272	1590233366274	OK	 
REQUEST	1735		LoggedClient Redirect 1	1590233366274	1590233366275	OK	 
USER	AirlineDeleteAirport	1055	END	1590233325231	1590233366281
REQUEST	575		request_21	1590233366281	1590233366283	OK	 
REQUEST	574		request_22	1590233366230	1590233366307	OK	 
REQUEST	575		request_21 Redirect 1	1590233366283	1590233366335	OK	 
USER	AirlineShowAirport	3886	START	1590233366343	1590233366343
USER	AirlineCreateAirport	3876	START	1590233366343	1590233366343
USER	AirlineEditAirport	3866	START	1590233366343	1590233366343
USER	ClientListAirports	3906	START	1590233366343	1590233366343
USER	ClientShowAirport	3916	START	1590233366343	1590233366343
USER	AirlineDeleteAirport	3926	START	1590233366343	1590233366343
USER	AirlineListAirports	3896	START	1590233366343	1590233366343
REQUEST	3876		Home	1590233366344	1590233366346	OK	 
REQUEST	3916		Home	1590233366344	1590233366346	OK	 
REQUEST	3896		Home	1590233366344	1590233366346	OK	 
REQUEST	3866		Home	1590233366344	1590233366346	OK	 
REQUEST	3926		Home	1590233366344	1590233366346	OK	 
REQUEST	3886		Home	1590233366344	1590233366346	OK	 
REQUEST	3906		Home	1590233366344	1590233366346	OK	 
REQUEST	3406		LoginAirline	1590233366363	1590233366364	OK	 
REQUEST	3396		LoginAirline	1590233366363	1590233366365	OK	 
REQUEST	3406		request_9	1590233366364	1590233366366	OK	 
REQUEST	3376		LoginAirline	1590233366363	1590233366366	OK	 
REQUEST	3396		request_9	1590233366365	1590233366366	OK	 
REQUEST	3436		LoginAirline	1590233366363	1590233366366	OK	 
REQUEST	3416		LoginClient	1590233366363	1590233366366	OK	 
REQUEST	3386		LoginAirline	1590233366363	1590233366366	OK	 
REQUEST	3426		LoginClient	1590233366363	1590233366366	OK	 
REQUEST	3376		request_9	1590233366366	1590233366367	OK	 
REQUEST	3426		request_2	1590233366366	1590233366367	OK	 
REQUEST	3436		request_9	1590233366366	1590233366367	OK	 
REQUEST	3386		request_9	1590233366366	1590233366367	OK	 
REQUEST	3416		request_2	1590233366366	1590233366367	OK	 
USER	AirlineDeleteAirport	1056	END	1590233325331	1590233366374
REQUEST	1736		LoggedClient	1590233366373	1590233366374	OK	 
REQUEST	2056		request_10	1590233366373	1590233366374	OK	 
REQUEST	2076		request_10	1590233366373	1590233366375	OK	 
REQUEST	1746		LoggedClient	1590233366373	1590233366375	OK	 
REQUEST	2106		request_10	1590233366373	1590233366375	OK	 
REQUEST	2046		request_10	1590233366373	1590233366375	OK	 
REQUEST	2066		request_10	1590233366373	1590233366375	OK	 
REQUEST	1586		ListAirport	1590233366373	1590233366376	OK	 
REQUEST	1576		ListAirport	1590233366373	1590233366376	OK	 
REQUEST	1566		CreateAirport	1590233366374	1590233366376	OK	 
REQUEST	1556		EditAirport	1590233366373	1590233366377	OK	 
REQUEST	2056		request_10 Redirect 1	1590233366374	1590233366377	OK	 
REQUEST	1746		LoggedClient Redirect 1	1590233366375	1590233366378	OK	 
REQUEST	2066		request_10 Redirect 1	1590233366375	1590233366378	OK	 
REQUEST	1736		LoggedClient Redirect 1	1590233366374	1590233366378	OK	 
REQUEST	2076		request_10 Redirect 1	1590233366375	1590233366378	OK	 
REQUEST	2046		request_10 Redirect 1	1590233366375	1590233366378	OK	 
REQUEST	2106		request_10 Redirect 1	1590233366375	1590233366378	OK	 
REQUEST	1616		DeleteAirport	1590233366373	1590233366378	OK	 
REQUEST	576		request_21	1590233366373	1590233366379	OK	 
REQUEST	1616		request_44	1590233366379	1590233366385	OK	 
REQUEST	575		request_22	1590233366335	1590233366411	OK	 
REQUEST	576		request_21 Redirect 1	1590233366379	1590233366425	OK	 
USER	AirlineEditAirport	3867	START	1590233366440	1590233366440
USER	ClientListAirports	3907	START	1590233366440	1590233366440
USER	ClientShowAirport	3917	START	1590233366440	1590233366440
USER	AirlineListAirports	3897	START	1590233366440	1590233366440
USER	AirlineDeleteAirport	3927	START	1590233366440	1590233366440
USER	AirlineCreateAirport	3877	START	1590233366440	1590233366440
USER	AirlineShowAirport	3887	START	1590233366440	1590233366440
REQUEST	3927		Home	1590233366441	1590233366443	OK	 
REQUEST	3907		Home	1590233366441	1590233366444	OK	 
REQUEST	3867		Home	1590233366441	1590233366444	OK	 
REQUEST	3877		Home	1590233366441	1590233366444	OK	 
REQUEST	3917		Home	1590233366441	1590233366444	OK	 
REQUEST	3897		Home	1590233366441	1590233366444	OK	 
REQUEST	3887		Home	1590233366441	1590233366444	OK	 
REQUEST	3427		LoginClient	1590233366461	1590233366462	OK	 
REQUEST	3397		LoginAirline	1590233366461	1590233366462	OK	 
REQUEST	3407		LoginAirline	1590233366461	1590233366463	OK	 
REQUEST	3387		LoginAirline	1590233366461	1590233366463	OK	 
REQUEST	3437		LoginAirline	1590233366461	1590233366463	OK	 
REQUEST	3377		LoginAirline	1590233366461	1590233366463	OK	 
REQUEST	3417		LoginClient	1590233366461	1590233366463	OK	 
REQUEST	1737		LoggedClient	1590233366461	1590233366463	OK	 
REQUEST	1587		ListAirport	1590233366461	1590233366463	OK	 
REQUEST	1567		CreateAirport	1590233366461	1590233366464	OK	 
REQUEST	1577		ListAirport	1590233366461	1590233366464	OK	 
REQUEST	3427		request_2	1590233366462	1590233366464	OK	 
REQUEST	3397		request_9	1590233366462	1590233366464	OK	 
REQUEST	1557		EditAirport	1590233366461	1590233366464	OK	 
REQUEST	3377		request_9	1590233366463	1590233366465	OK	 
REQUEST	3437		request_9	1590233366463	1590233366465	OK	 
REQUEST	3387		request_9	1590233366463	1590233366465	OK	 
REQUEST	3417		request_2	1590233366463	1590233366465	OK	 
REQUEST	3407		request_9	1590233366463	1590233366465	OK	 
REQUEST	1737		LoggedClient Redirect 1	1590233366463	1590233366466	OK	 
REQUEST	1617		DeleteAirport	1590233366461	1590233366466	OK	 
REQUEST	1617		request_44	1590233366466	1590233366472	OK	 
USER	AirlineDeleteAirport	1057	END	1590233325432	1590233366472
REQUEST	1747		LoggedClient	1590233366472	1590233366473	OK	 
REQUEST	2057		request_10	1590233366472	1590233366473	OK	 
REQUEST	2067		request_10	1590233366472	1590233366473	OK	 
REQUEST	2107		request_10	1590233366472	1590233366474	OK	 
REQUEST	2077		request_10	1590233366472	1590233366474	OK	 
REQUEST	2047		request_10	1590233366472	1590233366474	OK	 
REQUEST	577		request_21	1590233366472	1590233366474	OK	 
REQUEST	2057		request_10 Redirect 1	1590233366473	1590233366476	OK	 
REQUEST	2077		request_10 Redirect 1	1590233366474	1590233366476	OK	 
REQUEST	2107		request_10 Redirect 1	1590233366474	1590233366476	OK	 
REQUEST	2067		request_10 Redirect 1	1590233366474	1590233366476	OK	 
REQUEST	2047		request_10 Redirect 1	1590233366474	1590233366476	OK	 
REQUEST	1747		LoggedClient Redirect 1	1590233366473	1590233366476	OK	 
REQUEST	576		request_22	1590233366426	1590233366499	OK	 
REQUEST	577		request_21 Redirect 1	1590233366474	1590233366524	OK	 
USER	AirlineEditAirport	3928	START	1590233366543	1590233366543
USER	AirlineShowAirport	3948	START	1590233366543	1590233366543
USER	ClientListAirports	3968	START	1590233366543	1590233366543
USER	AirlineCreateAirport	3938	START	1590233366543	1590233366543
USER	ClientShowAirport	3978	START	1590233366543	1590233366543
USER	AirlineListAirports	3958	START	1590233366543	1590233366543
USER	AirlineDeleteAirport	3988	START	1590233366543	1590233366543
REQUEST	3988		Home	1590233366544	1590233366546	OK	 
REQUEST	3958		Home	1590233366544	1590233366546	OK	 
REQUEST	3978		Home	1590233366544	1590233366546	OK	 
REQUEST	3928		Home	1590233366544	1590233366546	OK	 
REQUEST	3938		Home	1590233366544	1590233366546	OK	 
REQUEST	3948		Home	1590233366544	1590233366547	OK	 
REQUEST	3968		Home	1590233366544	1590233366547	OK	 
REQUEST	3488		LoginClient	1590233366564	1590233366565	OK	 
REQUEST	3478		LoginClient	1590233366564	1590233366565	OK	 
REQUEST	3458		LoginAirline	1590233366564	1590233366566	OK	 
REQUEST	3438		LoginAirline	1590233366564	1590233366566	OK	 
REQUEST	3448		LoginAirline	1590233366564	1590233366566	OK	 
REQUEST	3468		LoginAirline	1590233366564	1590233366566	OK	 
REQUEST	1638		ListAirport	1590233366564	1590233366566	OK	 
REQUEST	3498		LoginAirline	1590233366564	1590233366566	OK	 
REQUEST	3488		request_2	1590233366565	1590233366568	OK	 
REQUEST	3448		request_9	1590233366566	1590233366568	OK	 
REQUEST	3468		request_9	1590233366566	1590233366568	OK	 
REQUEST	3498		request_9	1590233366567	1590233366568	OK	 
REQUEST	3458		request_9	1590233366566	1590233366568	OK	 
REQUEST	3438		request_9	1590233366566	1590233366568	OK	 
REQUEST	1648		ListAirport	1590233366564	1590233366568	OK	 
REQUEST	1628		CreateAirport	1590233366564	1590233366568	OK	 
REQUEST	1618		EditAirport	1590233366564	1590233366568	OK	 
REQUEST	3478		request_2	1590233366565	1590233366570	OK	 
REQUEST	1798		LoggedClient	1590233366569	1590233366570	OK	 
REQUEST	2138		request_10	1590233366569	1590233366570	OK	 
REQUEST	1808		LoggedClient	1590233366569	1590233366570	OK	 
REQUEST	1678		DeleteAirport	1590233366564	1590233366570	OK	 
REQUEST	2108		request_10	1590233366569	1590233366571	OK	 
REQUEST	2168		request_10	1590233366569	1590233366571	OK	 
REQUEST	2118		request_10	1590233366569	1590233366571	OK	 
REQUEST	2128		request_10	1590233366569	1590233366571	OK	 
REQUEST	638		request_21	1590233366569	1590233366571	OK	 
REQUEST	2138		request_10 Redirect 1	1590233366570	1590233366572	OK	 
REQUEST	1808		LoggedClient Redirect 1	1590233366570	1590233366572	OK	 
REQUEST	1798		LoggedClient Redirect 1	1590233366570	1590233366572	OK	 
REQUEST	2108		request_10 Redirect 1	1590233366571	1590233366573	OK	 
REQUEST	2128		request_10 Redirect 1	1590233366571	1590233366573	OK	 
REQUEST	2118		request_10 Redirect 1	1590233366571	1590233366573	OK	 
REQUEST	2168		request_10 Redirect 1	1590233366571	1590233366573	OK	 
REQUEST	1678		request_44	1590233366571	1590233366578	OK	 
USER	AirlineDeleteAirport	1118	END	1590233325544	1590233366579
REQUEST	577		request_22	1590233366524	1590233366599	OK	 
REQUEST	638		request_21 Redirect 1	1590233366571	1590233366625	OK	 
USER	AirlineCreateAirport	3939	START	1590233366639	1590233366639
USER	AirlineEditAirport	3929	START	1590233366639	1590233366639
USER	AirlineShowAirport	3949	START	1590233366639	1590233366639
USER	AirlineListAirports	3959	START	1590233366639	1590233366639
USER	AirlineDeleteAirport	3989	START	1590233366639	1590233366639
USER	ClientListAirports	3969	START	1590233366639	1590233366639
USER	ClientShowAirport	3979	START	1590233366639	1590233366639
REQUEST	3969		Home	1590233366640	1590233366642	OK	 
REQUEST	3989		Home	1590233366640	1590233366642	OK	 
REQUEST	3979		Home	1590233366640	1590233366642	OK	 
REQUEST	3929		Home	1590233366639	1590233366642	OK	 
REQUEST	3939		Home	1590233366639	1590233366642	OK	 
REQUEST	3949		Home	1590233366639	1590233366642	OK	 
REQUEST	3959		Home	1590233366640	1590233366643	OK	 
REQUEST	1649		ListAirport	1590233366649	1590233366651	OK	 
REQUEST	1629		CreateAirport	1590233366649	1590233366652	OK	 
REQUEST	1639		ListAirport	1590233366649	1590233366652	OK	 
REQUEST	1619		EditAirport	1590233366650	1590233366652	OK	 
REQUEST	1679		DeleteAirport	1590233366649	1590233366654	OK	 
REQUEST	1679		request_44	1590233366654	1590233366659	OK	 
REQUEST	3449		LoginAirline	1590233366660	1590233366661	OK	 
REQUEST	3489		LoginClient	1590233366660	1590233366661	OK	 
REQUEST	3449		request_9	1590233366661	1590233366662	OK	 
REQUEST	3459		LoginAirline	1590233366660	1590233366662	OK	 
REQUEST	3499		LoginAirline	1590233366660	1590233366662	OK	 
REQUEST	3479		LoginClient	1590233366660	1590233366662	OK	 
REQUEST	3439		LoginAirline	1590233366660	1590233366662	OK	 
REQUEST	3469		LoginAirline	1590233366660	1590233366662	OK	 
REQUEST	1799		LoggedClient	1590233366660	1590233366663	OK	 
REQUEST	1809		LoggedClient	1590233366660	1590233366663	OK	 
REQUEST	3439		request_9	1590233366662	1590233366663	OK	 
REQUEST	3489		request_2	1590233366662	1590233366663	OK	 
REQUEST	3459		request_9	1590233366662	1590233366663	OK	 
REQUEST	3479		request_2	1590233366662	1590233366664	OK	 
REQUEST	3499		request_9	1590233366662	1590233366664	OK	 
REQUEST	3469		request_9	1590233366662	1590233366664	OK	 
REQUEST	1799		LoggedClient Redirect 1	1590233366663	1590233366665	OK	 
REQUEST	1809		LoggedClient Redirect 1	1590233366663	1590233366665	OK	 
REQUEST	2119		request_10	1590233366670	1590233366671	OK	 
REQUEST	2139		request_10	1590233366670	1590233366672	OK	 
REQUEST	2169		request_10	1590233366670	1590233366672	OK	 
REQUEST	2129		request_10	1590233366670	1590233366672	OK	 
REQUEST	2109		request_10	1590233366670	1590233366672	OK	 
REQUEST	639		request_21	1590233366670	1590233366672	OK	 
REQUEST	2119		request_10 Redirect 1	1590233366671	1590233366673	OK	 
REQUEST	2109		request_10 Redirect 1	1590233366672	1590233366674	OK	 
REQUEST	2169		request_10 Redirect 1	1590233366672	1590233366674	OK	 
REQUEST	2139		request_10 Redirect 1	1590233366672	1590233366674	OK	 
REQUEST	2129		request_10 Redirect 1	1590233366672	1590233366674	OK	 
USER	AirlineDeleteAirport	1119	END	1590233325640	1590233366691
REQUEST	638		request_22	1590233366625	1590233366698	OK	 
REQUEST	639		request_21 Redirect 1	1590233366672	1590233366725	OK	 
USER	AirlineShowAirport	3950	START	1590233366742	1590233366742
USER	AirlineEditAirport	3930	START	1590233366742	1590233366742
USER	AirlineCreateAirport	3940	START	1590233366742	1590233366742
USER	AirlineListAirports	3960	START	1590233366742	1590233366742
USER	ClientListAirports	3970	START	1590233366742	1590233366742
USER	ClientShowAirport	3980	START	1590233366742	1590233366742
USER	AirlineDeleteAirport	3990	START	1590233366742	1590233366742
REQUEST	3940		Home	1590233366742	1590233366745	OK	 
REQUEST	3950		Home	1590233366742	1590233366745	OK	 
REQUEST	3930		Home	1590233366742	1590233366745	OK	 
REQUEST	3990		Home	1590233366742	1590233366745	OK	 
REQUEST	3970		Home	1590233366742	1590233366745	OK	 
REQUEST	3960		Home	1590233366742	1590233366745	OK	 
REQUEST	3980		Home	1590233366742	1590233366745	OK	 
REQUEST	3450		LoginAirline	1590233366762	1590233366763	OK	 
REQUEST	3490		LoginClient	1590233366762	1590233366763	OK	 
REQUEST	1650		ListAirport	1590233366762	1590233366764	OK	 
REQUEST	1630		CreateAirport	1590233366762	1590233366764	OK	 
REQUEST	3450		request_9	1590233366763	1590233366765	OK	 
REQUEST	3490		request_2	1590233366763	1590233366765	OK	 
REQUEST	3500		LoginAirline	1590233366762	1590233366765	OK	 
REQUEST	3440		LoginAirline	1590233366762	1590233366765	OK	 
REQUEST	3460		LoginAirline	1590233366762	1590233366765	OK	 
REQUEST	3470		LoginAirline	1590233366762	1590233366765	OK	 
REQUEST	1640		ListAirport	1590233366762	1590233366765	OK	 
REQUEST	3480		LoginClient	1590233366762	1590233366765	OK	 
REQUEST	1620		EditAirport	1590233366762	1590233366765	OK	 
REQUEST	3440		request_9	1590233366765	1590233366767	OK	 
REQUEST	3460		request_9	1590233366765	1590233366767	OK	 
REQUEST	3470		request_9	1590233366765	1590233366767	OK	 
REQUEST	3500		request_9	1590233366765	1590233366767	OK	 
REQUEST	3480		request_2	1590233366765	1590233366767	OK	 
REQUEST	1680		DeleteAirport	1590233366762	1590233366767	OK	 
REQUEST	1800		LoggedClient	1590233366772	1590233366773	OK	 
REQUEST	2130		request_10	1590233366772	1590233366773	OK	 
REQUEST	1680		request_44	1590233366767	1590233366773	OK	 
REQUEST	2110		request_10	1590233366772	1590233366774	OK	 
REQUEST	2140		request_10	1590233366772	1590233366774	OK	 
REQUEST	2120		request_10	1590233366772	1590233366774	OK	 
REQUEST	2170		request_10	1590233366772	1590233366774	OK	 
REQUEST	1810		LoggedClient	1590233366772	1590233366775	OK	 
REQUEST	640		request_21	1590233366772	1590233366775	OK	 
REQUEST	2130		request_10 Redirect 1	1590233366773	1590233366775	OK	 
REQUEST	1800		LoggedClient Redirect 1	1590233366773	1590233366775	OK	 
REQUEST	2170		request_10 Redirect 1	1590233366774	1590233366776	OK	 
REQUEST	2140		request_10 Redirect 1	1590233366774	1590233366776	OK	 
REQUEST	2120		request_10 Redirect 1	1590233366774	1590233366776	OK	 
REQUEST	2110		request_10 Redirect 1	1590233366774	1590233366776	OK	 
REQUEST	1810		LoggedClient Redirect 1	1590233366775	1590233366777	OK	 
USER	AirlineDeleteAirport	1120	END	1590233325743	1590233366782
REQUEST	639		request_22	1590233366725	1590233366799	OK	 
REQUEST	640		request_21 Redirect 1	1590233366775	1590233366820	OK	 
USER	AirlineEditAirport	3931	START	1590233366839	1590233366839
USER	AirlineListAirports	3961	START	1590233366839	1590233366839
USER	AirlineCreateAirport	3941	START	1590233366839	1590233366839
USER	AirlineShowAirport	3951	START	1590233366839	1590233366839
USER	ClientListAirports	3971	START	1590233366839	1590233366839
USER	AirlineDeleteAirport	3991	START	1590233366839	1590233366839
USER	ClientShowAirport	3981	START	1590233366839	1590233366839
REQUEST	3971		Home	1590233366840	1590233366842	OK	 
REQUEST	3931		Home	1590233366840	1590233366842	OK	 
REQUEST	3981		Home	1590233366840	1590233366843	OK	 
REQUEST	3961		Home	1590233366840	1590233366843	OK	 
REQUEST	3991		Home	1590233366840	1590233366843	OK	 
REQUEST	3941		Home	1590233366840	1590233366843	OK	 
REQUEST	3951		Home	1590233366840	1590233366843	OK	 
REQUEST	1811		LoggedClient	1590233366849	1590233366850	OK	 
REQUEST	1801		LoggedClient	1590233366849	1590233366851	OK	 
REQUEST	1811		LoggedClient Redirect 1	1590233366850	1590233366852	OK	 
REQUEST	1801		LoggedClient Redirect 1	1590233366851	1590233366853	OK	 
REQUEST	2121		request_10	1590233366860	1590233366861	OK	 
REQUEST	3481		LoginClient	1590233366860	1590233366861	OK	 
REQUEST	3461		LoginAirline	1590233366860	1590233366861	OK	 
REQUEST	2141		request_10	1590233366860	1590233366862	OK	 
REQUEST	2131		request_10	1590233366860	1590233366862	OK	 
REQUEST	2171		request_10	1590233366860	1590233366862	OK	 
REQUEST	2111		request_10	1590233366860	1590233366862	OK	 
REQUEST	1621		EditAirport	1590233366860	1590233366862	OK	 
REQUEST	1631		CreateAirport	1590233366860	1590233366863	OK	 
REQUEST	1641		ListAirport	1590233366860	1590233366863	OK	 
REQUEST	1651		ListAirport	1590233366860	1590233366863	OK	 
REQUEST	3461		request_9	1590233366861	1590233366863	OK	 
REQUEST	2121		request_10 Redirect 1	1590233366861	1590233366863	OK	 
REQUEST	1681		DeleteAirport	1590233366860	1590233366864	OK	 
REQUEST	3481		request_2	1590233366861	1590233366865	OK	 
REQUEST	3451		LoginAirline	1590233366860	1590233366865	OK	 
REQUEST	3471		LoginAirline	1590233366860	1590233366865	OK	 
REQUEST	3501		LoginAirline	1590233366860	1590233366865	OK	 
REQUEST	3491		LoginClient	1590233366860	1590233366865	OK	 
REQUEST	3441		LoginAirline	1590233366860	1590233366865	OK	 
REQUEST	2131		request_10 Redirect 1	1590233366862	1590233366865	OK	 
REQUEST	2111		request_10 Redirect 1	1590233366862	1590233366865	OK	 
REQUEST	2141		request_10 Redirect 1	1590233366862	1590233366865	OK	 
REQUEST	2171		request_10 Redirect 1	1590233366862	1590233366865	OK	 
REQUEST	3451		request_9	1590233366865	1590233366866	OK	 
REQUEST	3501		request_9	1590233366865	1590233366866	OK	 
REQUEST	3441		request_9	1590233366865	1590233366866	OK	 
REQUEST	3471		request_9	1590233366865	1590233366866	OK	 
REQUEST	3491		request_2	1590233366865	1590233366866	OK	 
REQUEST	1681		request_44	1590233366865	1590233366870	OK	 
REQUEST	641		request_21	1590233366870	1590233366872	OK	 
USER	AirlineDeleteAirport	1121	END	1590233325844	1590233366881
REQUEST	640		request_22	1590233366821	1590233366896	OK	 
REQUEST	641		request_21 Redirect 1	1590233366872	1590233366919	OK	 
USER	AirlineEditAirport	3932	START	1590233366939	1590233366939
USER	AirlineCreateAirport	3942	START	1590233366939	1590233366939
USER	AirlineShowAirport	3952	START	1590233366939	1590233366939
USER	AirlineListAirports	3962	START	1590233366939	1590233366939
USER	ClientShowAirport	3982	START	1590233366939	1590233366939
USER	ClientListAirports	3972	START	1590233366939	1590233366939
USER	AirlineDeleteAirport	3992	START	1590233366939	1590233366939
REQUEST	3962		Home	1590233366939	1590233366941	OK	 
REQUEST	3942		Home	1590233366939	1590233366942	OK	 
REQUEST	3972		Home	1590233366939	1590233366942	OK	 
REQUEST	3992		Home	1590233366939	1590233366942	OK	 
REQUEST	3932		Home	1590233366939	1590233366942	OK	 
REQUEST	3982		Home	1590233366939	1590233366942	OK	 
REQUEST	3952		Home	1590233366939	1590233366942	OK	 
REQUEST	2122		request_10	1590233366959	1590233366960	OK	 
REQUEST	3492		LoginClient	1590233366959	1590233366960	OK	 
REQUEST	3472		LoginAirline	1590233366959	1590233366960	OK	 
REQUEST	2142		request_10	1590233366959	1590233366961	OK	 
REQUEST	2132		request_10	1590233366959	1590233366961	OK	 
REQUEST	3482		LoginClient	1590233366959	1590233366961	OK	 
REQUEST	3442		LoginAirline	1590233366959	1590233366961	OK	 
REQUEST	3462		LoginAirline	1590233366959	1590233366961	OK	 
REQUEST	2172		request_10	1590233366959	1590233366961	OK	 
REQUEST	2112		request_10	1590233366959	1590233366961	OK	 
REQUEST	3502		LoginAirline	1590233366959	1590233366961	OK	 
REQUEST	3452		LoginAirline	1590233366959	1590233366961	OK	 
REQUEST	3442		request_9	1590233366961	1590233366962	OK	 
REQUEST	1642		ListAirport	1590233366959	1590233366962	OK	 
REQUEST	1652		ListAirport	1590233366959	1590233366962	OK	 
REQUEST	1632		CreateAirport	1590233366959	1590233366962	OK	 
REQUEST	2122		request_10 Redirect 1	1590233366960	1590233366963	OK	 
REQUEST	1622		EditAirport	1590233366959	1590233366962	OK	 
REQUEST	3492		request_2	1590233366960	1590233366963	OK	 
REQUEST	3462		request_9	1590233366961	1590233366963	OK	 
REQUEST	3482		request_2	1590233366961	1590233366963	OK	 
REQUEST	3452		request_9	1590233366962	1590233366963	OK	 
REQUEST	3472		request_9	1590233366960	1590233366964	OK	 
REQUEST	3502		request_9	1590233366962	1590233366964	OK	 
REQUEST	2112		request_10 Redirect 1	1590233366961	1590233366964	OK	 
REQUEST	2172		request_10 Redirect 1	1590233366961	1590233366964	OK	 
REQUEST	2142		request_10 Redirect 1	1590233366961	1590233366964	OK	 
REQUEST	2132		request_10 Redirect 1	1590233366961	1590233366964	OK	 
REQUEST	1682		DeleteAirport	1590233366959	1590233366964	OK	 
USER	AirlineDeleteAirport	1122	END	1590233325939	1590233366969
REQUEST	1802		LoggedClient	1590233366969	1590233366970	OK	 
REQUEST	1682		request_44	1590233366965	1590233366970	OK	 
REQUEST	1812		LoggedClient	1590233366969	1590233366971	OK	 
REQUEST	1802		LoggedClient Redirect 1	1590233366970	1590233366972	OK	 
REQUEST	1812		LoggedClient Redirect 1	1590233366971	1590233366972	OK	 
REQUEST	642		request_21	1590233366979	1590233366981	OK	 
REQUEST	641		request_22	1590233366919	1590233366993	OK	 
REQUEST	642		request_21 Redirect 1	1590233366981	1590233367034	OK	 
USER	AirlineEditAirport	3933	START	1590233367041	1590233367041
USER	AirlineCreateAirport	3943	START	1590233367042	1590233367042
USER	AirlineShowAirport	3953	START	1590233367042	1590233367042
USER	ClientShowAirport	3983	START	1590233367042	1590233367042
USER	AirlineListAirports	3963	START	1590233367042	1590233367042
USER	AirlineDeleteAirport	3993	START	1590233367042	1590233367042
USER	ClientListAirports	3973	START	1590233367042	1590233367042
REQUEST	3983		Home	1590233367042	1590233367047	OK	 
REQUEST	3973		Home	1590233367042	1590233367047	OK	 
REQUEST	3933		Home	1590233367042	1590233367047	OK	 
REQUEST	3993		Home	1590233367042	1590233367047	OK	 
REQUEST	3943		Home	1590233367042	1590233367047	OK	 
REQUEST	3953		Home	1590233367042	1590233367047	OK	 
REQUEST	3963		Home	1590233367042	1590233367047	OK	 
REQUEST	3443		LoginAirline	1590233367052	1590233367052	OK	 
REQUEST	3503		LoginAirline	1590233367052	1590233367052	OK	 
REQUEST	3503		request_9	1590233367052	1590233367053	OK	 
REQUEST	3443		request_9	1590233367052	1590233367053	OK	 
REQUEST	3453		LoginAirline	1590233367052	1590233367053	OK	 
REQUEST	3493		LoginClient	1590233367052	1590233367053	OK	 
REQUEST	3473		LoginAirline	1590233367052	1590233367053	OK	 
REQUEST	3463		LoginAirline	1590233367052	1590233367053	OK	 
REQUEST	3483		LoginClient	1590233367052	1590233367054	OK	 
REQUEST	3473		request_9	1590233367054	1590233367055	OK	 
REQUEST	3463		request_9	1590233367054	1590233367055	OK	 
REQUEST	3493		request_2	1590233367054	1590233367055	OK	 
REQUEST	3483		request_2	1590233367054	1590233367055	OK	 
REQUEST	3453		request_9	1590233367054	1590233367055	OK	 
REQUEST	1813		LoggedClient	1590233367061	1590233367062	OK	 
REQUEST	1803		LoggedClient	1590233367061	1590233367063	OK	 
REQUEST	1813		LoggedClient Redirect 1	1590233367062	1590233367064	OK	 
REQUEST	1643		ListAirport	1590233367061	1590233367064	OK	 
REQUEST	1653		ListAirport	1590233367061	1590233367064	OK	 
REQUEST	1633		CreateAirport	1590233367061	1590233367064	OK	 
REQUEST	1623		EditAirport	1590233367061	1590233367064	OK	 
REQUEST	1803		LoggedClient Redirect 1	1590233367063	1590233367065	OK	 
REQUEST	1683		DeleteAirport	1590233367061	1590233367066	OK	 
REQUEST	1683		request_44	1590233367066	1590233367071	OK	 
USER	AirlineDeleteAirport	1123	END	1590233326041	1590233367073
REQUEST	2133		request_10	1590233367072	1590233367073	OK	 
REQUEST	2173		request_10	1590233367072	1590233367073	OK	 
REQUEST	2113		request_10	1590233367072	1590233367074	OK	 
REQUEST	2143		request_10	1590233367072	1590233367074	OK	 
REQUEST	2123		request_10	1590233367072	1590233367074	OK	 
REQUEST	643		request_21	1590233367072	1590233367075	OK	 
REQUEST	2143		request_10 Redirect 1	1590233367074	1590233367075	OK	 
REQUEST	2123		request_10 Redirect 1	1590233367074	1590233367075	OK	 
REQUEST	2113		request_10 Redirect 1	1590233367074	1590233367075	OK	 
REQUEST	2173		request_10 Redirect 1	1590233367074	1590233367075	OK	 
REQUEST	2133		request_10 Redirect 1	1590233367073	1590233367075	OK	 
REQUEST	642		request_22	1590233367034	1590233367111	OK	 
REQUEST	643		request_21 Redirect 1	1590233367075	1590233367126	OK	 
USER	AirlineCreateAirport	3944	START	1590233367144	1590233367144
USER	AirlineShowAirport	3954	START	1590233367144	1590233367144
USER	AirlineEditAirport	3934	START	1590233367144	1590233367144
USER	AirlineDeleteAirport	3994	START	1590233367144	1590233367144
USER	AirlineListAirports	3964	START	1590233367144	1590233367144
USER	ClientShowAirport	3984	START	1590233367144	1590233367144
USER	ClientListAirports	3974	START	1590233367144	1590233367144
REQUEST	3934		Home	1590233367144	1590233367146	OK	 
REQUEST	3954		Home	1590233367144	1590233367146	OK	 
REQUEST	3994		Home	1590233367144	1590233367146	OK	 
REQUEST	3964		Home	1590233367144	1590233367146	OK	 
