ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	acmevolar.performance.AerolineaRegistraVueloCSV	aerolinearegistravuelocsv	1590713590111	 	3.3.1
USER	AirlineRegistraVuelo	257	END	1590713643502	1590713742716
REQUEST	307		FlightShow	1590713742657	1590713742761	OK	 
USER	AirlineRegistraVuelo	258	END	1590713643705	1590713742915
REQUEST	308		FlightShow	1590713742833	1590713742932	OK	 
USER	AirlineRegistraVuelo	259	END	1590713643904	1590713743128
REQUEST	309		FlightShow	1590713743036	1590713743135	OK	 
REQUEST	310		FlightShow	1590713743233	1590713743336	OK	 
USER	AirlineRegistraVuelo	260	END	1590713644104	1590713743386
USER	AirlineRegistraVuelo	261	END	1590713644308	1590713743537
REQUEST	311		FlightShow	1590713743455	1590713743567	OK	 
USER	AirlineRegistraVuelo	262	END	1590713644504	1590713743707
REQUEST	312		FlightShow	1590713743626	1590713743728	OK	 
USER	AirlineRegistraVuelo	263	END	1590713644702	1590713743914
REQUEST	313		FlightShow	1590713743823	1590713743935	OK	 
USER	AirlineRegistraVuelo	264	END	1590713644904	1590713744127
REQUEST	314		FlightShow	1590713744047	1590713744144	OK	 
REQUEST	315		FlightShow	1590713744218	1590713744315	OK	 
USER	AirlineRegistraVuelo	265	END	1590713645104	1590713744334
REQUEST	316		FlightShow	1590713744413	1590713744509	OK	 
USER	AirlineRegistraVuelo	266	END	1590713645308	1590713744563
REQUEST	317		FlightShow	1590713744615	1590713744709	OK	 
USER	AirlineRegistraVuelo	267	END	1590713645492	1590713744733
REQUEST	317		FlightShow Redirect 1	1590713744709	1590713744736	OK	 
USER	AirlineRegistraVuelo	268	END	1590713645694	1590713744904
REQUEST	318		FlightShow	1590713744813	1590713744923	OK	 
USER	AirlineRegistraVuelo	269	END	1590713645895	1590713745108
REQUEST	319		FlightShow	1590713745027	1590713745138	OK	 
REQUEST	320		FlightShow	1590713745213	1590713745313	OK	 
USER	AirlineRegistraVuelo	270	END	1590713646093	1590713745357
USER	AirlineRegistraVuelo	271	END	1590713646295	1590713745503
REQUEST	321		FlightShow	1590713745405	1590713745503	OK	 
USER	AirlineRegistraVuelo	272	END	1590713646507	1590713745715
REQUEST	322		FlightShow	1590713745625	1590713745721	OK	 
REQUEST	323		FlightShow	1590713745825	1590713745924	OK	 
USER	AirlineRegistraVuelo	273	END	1590713646707	1590713745926
REQUEST	323		FlightShow Redirect 1	1590713745925	1590713745942	OK	 
USER	AirlineRegistraVuelo	274	END	1590713646905	1590713746107
REQUEST	324		FlightShow	1590713746038	1590713746142	OK	 
USER	AirlineRegistraVuelo	275	END	1590713647107	1590713746314
REQUEST	325		FlightShow	1590713746224	1590713746332	OK	 
USER	AirlineRegistraVuelo	276	END	1590713647306	1590713746528
USER	AirlineRegistraVuelo	277	END	1590713647502	1590713746723
REQUEST	326		FlightShow	1590713746718	1590713746827	OK	 
REQUEST	327		FlightShow	1590713746788	1590713746890	OK	 
USER	AirlineRegistraVuelo	278	END	1590713647704	1590713746906
REQUEST	327		FlightShow Redirect 1	1590713746890	1590713746910	OK	 
REQUEST	328		FlightShow	1590713746847	1590713746959	OK	 
USER	AirlineRegistraVuelo	279	END	1590713647906	1590713747137
REQUEST	329		FlightShow	1590713747076	1590713747175	OK	 
USER	AirlineRegistraVuelo	280	END	1590713648103	1590713747314
REQUEST	330		FlightShow	1590713747223	1590713747330	OK	 
USER	AirlineRegistraVuelo	281	END	1590713648306	1590713747524
REQUEST	331		FlightShow	1590713747476	1590713747578	OK	 
USER	AirlineRegistraVuelo	282	END	1590713648502	1590713747723
REQUEST	332		FlightShow	1590713747653	1590713747754	OK	 
USER	AirlineRegistraVuelo	283	END	1590713648703	1590713747938
REQUEST	333		FlightShow	1590713747834	1590713747943	OK	 
USER	AirlineRegistraVuelo	284	END	1590713648905	1590713748119
REQUEST	334		FlightShow	1590713748038	1590713748144	OK	 
REQUEST	335		FlightShow	1590713748223	1590713748321	OK	 
USER	AirlineRegistraVuelo	285	END	1590713649106	1590713748335
REQUEST	336		FlightShow	1590713748403	1590713748499	OK	 
USER	AirlineRegistraVuelo	286	END	1590713649302	1590713748517
REQUEST	337		FlightShow	1590713748607	1590713748707	OK	 
USER	AirlineRegistraVuelo	287	END	1590713649507	1590713748757
REQUEST	338		FlightShow	1590713748804	1590713748913	OK	 
USER	AirlineRegistraVuelo	288	END	1590713649702	1590713748974
REQUEST	339		FlightShow	1590713749005	1590713749139	OK	 
USER	AirlineRegistraVuelo	289	END	1590713649902	1590713749166
REQUEST	340		FlightShow	1590713749213	1590713749317	OK	 
USER	AirlineRegistraVuelo	290	END	1590713650107	1590713749325
REQUEST	341		FlightShow	1590713749446	1590713749547	OK	 
USER	AirlineRegistraVuelo	291	END	1590713650306	1590713749575
USER	AirlineRegistraVuelo	292	END	1590713650502	1590713749757
REQUEST	342		FlightShow	1590713749666	1590713749765	OK	 
REQUEST	343		FlightShow	1590713749836	1590713749943	OK	 
USER	AirlineRegistraVuelo	293	END	1590713650703	1590713749975
REQUEST	344		FlightShow	1590713750033	1590713750134	OK	 
USER	AirlineRegistraVuelo	294	END	1590713650905	1590713750188
REQUEST	345		FlightShow	1590713750234	1590713750339	OK	 
USER	AirlineRegistraVuelo	295	END	1590713651106	1590713750347
USER	AirlineRegistraVuelo	296	END	1590713651302	1590713750534
REQUEST	346		FlightShow	1590713750415	1590713750540	OK	 
USER	AirlineRegistraVuelo	297	END	1590713651502	1590713750738
REQUEST	347		FlightShow	1590713750667	1590713750773	OK	 
REQUEST	348		FlightShow	1590713750844	1590713750940	OK	 
USER	AirlineRegistraVuelo	298	END	1590713651704	1590713750943
REQUEST	349		FlightShow	1590713751013	1590713751117	OK	 
REQUEST	350		FlightShow	1590713751223	1590713751326	OK	 
REQUEST	351		FlightShow	1590713751443	1590713751552	OK	 
USER	AirlineRegistraVuelo	300	END	1590713652102	1590713751729
USER	AirlineRegistraVuelo	299	END	1590713651906	1590713751735
REQUEST	352		FlightShow	1590713751626	1590713751815	OK	 
REQUEST	352		FlightShow Redirect 1	1590713751815	1590713751846	OK	 
USER	AirlineRegistraVuelo	301	END	1590713652303	1590713751878
REQUEST	353		FlightShow	1590713751805	1590713751908	OK	 
USER	AirlineRegistraVuelo	302	END	1590713652503	1590713752067
USER	AirlineRegistraVuelo	303	END	1590713652704	1590713752078
REQUEST	354		FlightShow	1590713752013	1590713752123	OK	 
USER	AirlineRegistraVuelo	304	END	1590713652904	1590713752173
REQUEST	355		FlightShow	1590713752226	1590713752331	OK	 
USER	AirlineRegistraVuelo	305	END	1590713653107	1590713752375
REQUEST	356		FlightShow	1590713752413	1590713752510	OK	 
USER	AirlineRegistraVuelo	306	END	1590713653303	1590713752535
REQUEST	357		FlightShow	1590713752613	1590713752712	OK	 
USER	AirlineRegistraVuelo	307	END	1590713653507	1590713752763
REQUEST	358		FlightShow	1590713752838	1590713752939	OK	 
USER	AirlineRegistraVuelo	308	END	1590713653706	1590713752943
REQUEST	359		FlightShow	1590713753017	1590713753114	OK	 
USER	AirlineRegistraVuelo	309	END	1590713653907	1590713753134
REQUEST	360		FlightShow	1590713753224	1590713753325	OK	 
USER	AirlineRegistraVuelo	310	END	1590713654106	1590713753347
REQUEST	361		FlightShow	1590713753414	1590713753507	OK	 
USER	AirlineRegistraVuelo	311	END	1590713654304	1590713753563
REQUEST	362		FlightShow	1590713753623	1590713753722	OK	 
USER	AirlineRegistraVuelo	312	END	1590713654506	1590713753736
REQUEST	363		FlightShow	1590713753816	1590713753921	OK	 
USER	AirlineRegistraVuelo	313	END	1590713654707	1590713753933
USER	AirlineRegistraVuelo	314	END	1590713654902	1590713754135
REQUEST	364		FlightShow	1590713754033	1590713754139	OK	 
USER	AirlineRegistraVuelo	315	END	1590713655103	1590713754314
REQUEST	365		FlightShow	1590713754224	1590713754321	OK	 
USER	AirlineRegistraVuelo	316	END	1590713655302	1590713754516
REQUEST	366		FlightShow	1590713754423	1590713754521	OK	 
USER	AirlineRegistraVuelo	317	END	1590713655503	1590713754743
REQUEST	367		FlightShow	1590713754636	1590713754746	OK	 
USER	AirlineRegistraVuelo	318	END	1590713655703	1590713754923
REQUEST	368		FlightShow	1590713754886	1590713754999	OK	 
REQUEST	369		FlightShow	1590713755023	1590713755115	OK	 
USER	AirlineRegistraVuelo	319	END	1590713655904	1590713755147
USER	AirlineRegistraVuelo	320	END	1590713656102	1590713755317
REQUEST	370		FlightShow	1590713755247	1590713755347	OK	 
USER	AirlineRegistraVuelo	321	END	1590713656304	1590713755517
REQUEST	371		FlightShow	1590713755463	1590713755558	OK	 
REQUEST	371		FlightShow Redirect 1	1590713755559	1590713755576	OK	 
REQUEST	372		FlightShow	1590713755623	1590713755722	OK	 
USER	AirlineRegistraVuelo	322	END	1590713656502	1590713755726
USER	AirlineRegistraVuelo	323	END	1590713656703	1590713755934
REQUEST	373		FlightShow	1590713755827	1590713755935	OK	 
REQUEST	374		FlightShow	1590713756014	1590713756119	OK	 
USER	AirlineRegistraVuelo	324	END	1590713656906	1590713756143
REQUEST	375		FlightShow	1590713756243	1590713756344	OK	 
USER	AirlineRegistraVuelo	325	END	1590713657107	1590713756344
REQUEST	376		FlightShow	1590713756417	1590713756526	OK	 
REQUEST	377		FlightShow	1590713756633	1590713756740	OK	 
USER	AirlineRegistraVuelo	326	END	1590713657304	1590713756803
USER	AirlineRegistraVuelo	327	END	1590713657506	1590713756899
REQUEST	378		FlightShow	1590713756814	1590713756917	OK	 
USER	AirlineRegistraVuelo	328	END	1590713657702	1590713756966
USER	AirlineRegistraVuelo	329	END	1590713657902	1590713757186
REQUEST	379		FlightShow	1590713757123	1590713757227	OK	 
USER	AirlineRegistraVuelo	330	END	1590713658102	1590713757337
REQUEST	380		FlightShow	1590713757233	1590713757347	OK	 
REQUEST	381		FlightShow	1590713757406	1590713757512	OK	 
USER	AirlineRegistraVuelo	331	END	1590713658303	1590713757563
REQUEST	382		FlightShow	1590713757617	1590713757719	OK	 
USER	AirlineRegistraVuelo	332	END	1590713658504	1590713757753
REQUEST	383		FlightShow	1590713757823	1590713757926	OK	 
USER	AirlineRegistraVuelo	333	END	1590713658706	1590713757946
REQUEST	384		FlightShow	1590713758026	1590713758128	OK	 
USER	AirlineRegistraVuelo	334	END	1590713658907	1590713758143
USER	AirlineRegistraVuelo	335	END	1590713659102	1590713758326
REQUEST	385		FlightShow	1590713758233	1590713758328	OK	 
USER	AirlineRegistraVuelo	336	END	1590713659302	1590713758506
REQUEST	386		FlightShow	1590713758425	1590713758529	OK	 
USER	AirlineRegistraVuelo	337	END	1590713659494	1590713758703
REQUEST	387		FlightShow	1590713758623	1590713758721	OK	 
USER	AirlineRegistraVuelo	338	END	1590713659694	1590713758918
REQUEST	388		FlightShow	1590713758826	1590713758930	OK	 
REQUEST	389		FlightShow	1590713759006	1590713759101	OK	 
USER	AirlineRegistraVuelo	339	END	1590713659895	1590713759146
REQUEST	390		FlightShow	1590713759226	1590713759318	OK	 
USER	AirlineRegistraVuelo	340	END	1590713660095	1590713759328
REQUEST	391		FlightShow	1590713759437	1590713759536	OK	 
USER	AirlineRegistraVuelo	341	END	1590713660292	1590713759543
USER	AirlineRegistraVuelo	342	END	1590713660503	1590713759743
REQUEST	392		FlightShow	1590713759743	1590713759845	OK	 
REQUEST	393		FlightShow	1590713759833	1590713759933	OK	 
USER	AirlineRegistraVuelo	343	END	1590713660705	1590713759958
USER	AirlineRegistraVuelo	344	END	1590713660904	1590713760143
REQUEST	394		FlightShow	1590713760036	1590713760150	OK	 
REQUEST	395		FlightShow	1590713760238	1590713760337	OK	 
USER	AirlineRegistraVuelo	345	END	1590713661104	1590713760343
REQUEST	396		FlightShow	1590713760433	1590713760539	OK	 
USER	AirlineRegistraVuelo	346	END	1590713661302	1590713760546
REQUEST	397		FlightShow	1590713760614	1590713760718	OK	 
USER	AirlineRegistraVuelo	347	END	1590713661503	1590713760773
REQUEST	398		FlightShow	1590713760804	1590713760911	OK	 
USER	AirlineRegistraVuelo	348	END	1590713661706	1590713760944
REQUEST	399		FlightShow	1590713761023	1590713761128	OK	 
USER	AirlineRegistraVuelo	349	END	1590713661902	1590713761135
USER	AirlineRegistraVuelo	350	END	1590713662103	1590713761338
REQUEST	400		FlightShow	1590713761246	1590713761360	OK	 
REQUEST	401		FlightShow	1590713761448	1590713761550	OK	 
USER	AirlineRegistraVuelo	351	END	1590713662303	1590713761554
REQUEST	402		FlightShow	1590713761633	1590713761736	OK	 
USER	AirlineRegistraVuelo	352	END	1590713662506	1590713761857
USER	AirlineRegistraVuelo	353	END	1590713662702	1590713761916
REQUEST	403		FlightShow	1590713761824	1590713761927	OK	 
REQUEST	404		FlightShow	1590713762007	1590713762106	OK	 
USER	AirlineRegistraVuelo	354	END	1590713662904	1590713762135
USER	AirlineRegistraVuelo	355	END	1590713663105	1590713762313
REQUEST	405		FlightShow	1590713762214	1590713762320	OK	 
REQUEST	406		FlightShow	1590713762416	1590713762517	OK	 
USER	AirlineRegistraVuelo	356	END	1590713663307	1590713762523
USER	AirlineRegistraVuelo	357	END	1590713663503	1590713762716
REQUEST	407		FlightShow	1590713762624	1590713762722	OK	 
REQUEST	408		FlightShow	1590713762815	1590713762916	OK	 
USER	AirlineRegistraVuelo	358	END	1590713663707	1590713762928
USER	AirlineRegistraVuelo	359	END	1590713663905	1590713763123
REQUEST	409		FlightShow	1590713763027	1590713763126	OK	 
REQUEST	410		FlightShow	1590713763223	1590713763329	OK	 
USER	AirlineRegistraVuelo	360	END	1590713664103	1590713763336
USER	AirlineRegistraVuelo	361	END	1590713664306	1590713763518
REQUEST	411		FlightShow	1590713763457	1590713763558	OK	 
REQUEST	412		FlightShow	1590713763623	1590713763721	OK	 
USER	AirlineRegistraVuelo	362	END	1590713664502	1590713763725
USER	AirlineRegistraVuelo	363	END	1590713664704	1590713763927
REQUEST	413		FlightShow	1590713763825	1590713763934	OK	 
REQUEST	414		FlightShow	1590713764027	1590713764122	OK	 
USER	AirlineRegistraVuelo	364	END	1590713664907	1590713764143
USER	AirlineRegistraVuelo	365	END	1590713665107	1590713764323
REQUEST	415		FlightShow	1590713764287	1590713764387	OK	 
USER	AirlineRegistraVuelo	366	END	1590713665303	1590713764513
REQUEST	416		FlightShow	1590713764425	1590713764531	OK	 
REQUEST	417		FlightShow	1590713764623	1590713764725	OK	 
USER	AirlineRegistraVuelo	367	END	1590713665504	1590713764757
REQUEST	418		FlightShow	1590713764803	1590713764904	OK	 
USER	AirlineRegistraVuelo	368	END	1590713665707	1590713764995
USER	AirlineRegistraVuelo	369	END	1590713665902	1590713765117
REQUEST	419		FlightShow	1590713765074	1590713765175	OK	 
REQUEST	420		FlightShow	1590713765208	1590713765311	OK	 
USER	AirlineRegistraVuelo	370	END	1590713666104	1590713765357
REQUEST	421		FlightShow	1590713765404	1590713765502	OK	 
USER	AirlineRegistraVuelo	371	END	1590713666302	1590713765585
REQUEST	422		FlightShow	1590713765623	1590713765718	OK	 
USER	AirlineRegistraVuelo	372	END	1590713666503	1590713765724
REQUEST	423		FlightShow	1590713765834	1590713765931	OK	 
USER	AirlineRegistraVuelo	373	END	1590713666704	1590713765936
REQUEST	424		FlightShow	1590713766014	1590713766111	OK	 
USER	AirlineRegistraVuelo	374	END	1590713666902	1590713766116
REQUEST	424		FlightShow Redirect 1	1590713766111	1590713766139	OK	 
REQUEST	425		FlightShow	1590713766226	1590713766325	OK	 
USER	AirlineRegistraVuelo	375	END	1590713667107	1590713766354
USER	AirlineRegistraVuelo	376	END	1590713667306	1590713766526
REQUEST	426		FlightShow	1590713766446	1590713766542	OK	 
REQUEST	426		FlightShow Redirect 1	1590713766542	1590713766558	OK	 
REQUEST	427		FlightShow	1590713766638	1590713766736	OK	 
USER	AirlineRegistraVuelo	377	END	1590713667504	1590713766745
USER	AirlineRegistraVuelo	378	END	1590713667704	1590713766925
REQUEST	428		FlightShow	1590713766844	1590713766940	OK	 
REQUEST	429		FlightShow	1590713767036	1590713767142	OK	 
USER	AirlineRegistraVuelo	379	END	1590713667905	1590713767227
REQUEST	430		FlightShow	1590713767217	1590713767321	OK	 
USER	AirlineRegistraVuelo	380	END	1590713668104	1590713767353
USER	AirlineRegistraVuelo	381	END	1590713668306	1590713767513
REQUEST	431		FlightShow	1590713767428	1590713767530	OK	 
USER	AirlineRegistraVuelo	382	END	1590713668502	1590713767714
REQUEST	432		FlightShow	1590713767644	1590713767748	OK	 
REQUEST	432		FlightShow Redirect 1	1590713767748	1590713767767	OK	 
USER	AirlineRegistraVuelo	383	END	1590713668704	1590713767923
REQUEST	433		FlightShow	1590713767834	1590713767931	OK	 
USER	AirlineRegistraVuelo	384	END	1590713668904	1590713768116
REQUEST	434		FlightShow	1590713768056	1590713768156	OK	 
REQUEST	435		FlightShow	1590713768232	1590713768330	OK	 
USER	AirlineRegistraVuelo	385	END	1590713669106	1590713768334
USER	AirlineRegistraVuelo	386	END	1590713669302	1590713768517
REQUEST	436		FlightShow	1590713768433	1590713768540	OK	 
USER	AirlineRegistraVuelo	387	END	1590713669502	1590713768736
REQUEST	437		FlightShow	1590713768643	1590713768747	OK	 
REQUEST	438		FlightShow	1590713768815	1590713768917	OK	 
USER	AirlineRegistraVuelo	388	END	1590713669708	1590713768924
USER	AirlineRegistraVuelo	389	END	1590713669903	1590713769093
REQUEST	439		FlightShow	1590713769033	1590713769130	OK	 
USER	AirlineRegistraVuelo	390	END	1590713670106	1590713769313
REQUEST	440		FlightShow	1590713769226	1590713769324	OK	 
REQUEST	441		FlightShow	1590713769413	1590713769523	OK	 
USER	AirlineRegistraVuelo	391	END	1590713670302	1590713769546
REQUEST	442		FlightShow	1590713769623	1590713769730	OK	 
USER	AirlineRegistraVuelo	392	END	1590713670503	1590713769827
REQUEST	443		FlightShow	1590713769827	1590713769923	OK	 
USER	AirlineRegistraVuelo	393	END	1590713670705	1590713769924
REQUEST	444		FlightShow	1590713770013	1590713770113	OK	 
USER	AirlineRegistraVuelo	394	END	1590713670907	1590713770148
USER	AirlineRegistraVuelo	395	END	1590713671103	1590713770334
REQUEST	445		FlightShow	1590713770243	1590713770342	OK	 
REQUEST	446		FlightShow	1590713770403	1590713770511	OK	 
USER	AirlineRegistraVuelo	396	END	1590713671304	1590713770538
REQUEST	447		FlightShow	1590713770625	1590713770724	OK	 
USER	AirlineRegistraVuelo	397	END	1590713671508	1590713770727
REQUEST	447		FlightShow Redirect 1	1590713770725	1590713770744	OK	 
USER	AirlineRegistraVuelo	398	END	1590713671702	1590713770908
REQUEST	448		FlightShow	1590713770827	1590713770926	OK	 
REQUEST	449		FlightShow	1590713771018	1590713771122	OK	 
USER	AirlineRegistraVuelo	399	END	1590713671903	1590713771136
REQUEST	450		FlightShow	1590713771203	1590713771305	OK	 
USER	AirlineRegistraVuelo	400	END	1590713672104	1590713771363
USER	AirlineRegistraVuelo	401	END	1590713672307	1590713771538
REQUEST	451		FlightShow	1590713771528	1590713771631	OK	 
USER	AirlineRegistraVuelo	402	END	1590713672497	1590713771758
REQUEST	452		FlightShow	1590713771676	1590713771777	OK	 
USER	AirlineRegistraVuelo	403	END	1590713672692	1590713771917
