ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
ASSERTION	AAECAAMEAAAAAAAAgFZA
RUN	dp2.AerolineaCreaNuevaPistaAterrizajeCSV	aerolineacreanuevapistaaterrizajecsv	1590716607430	 	3.3.1
REQUEST	310		request_2	1590716641957	1590716641962	OK	 
REQUEST	310		request_2 Redirect 1	1590716641962	1590716641967	OK	 
USER	AirlineCreateRunway	651	START	1590716641980	1590716641980
REQUEST	90		CreateRunway	1590716641967	1590716641984	OK	 
REQUEST	651		Home	1590716641980	1590716641987	OK	 
REQUEST	531		LoginAirline	1590716642005	1590716642008	OK	 
REQUEST	311		request_2	1590716642016	1590716642020	OK	 
REQUEST	311		request_2 Redirect 1	1590716642021	1590716642026	OK	 
USER	AirlineCreateRunway	652	START	1590716642027	1590716642027
REQUEST	91		CreateRunway	1590716642016	1590716642032	OK	 
REQUEST	652		Home	1590716642028	1590716642034	OK	 
REQUEST	532		LoginAirline	1590716642054	1590716642057	OK	 
REQUEST	312		request_2	1590716642054	1590716642060	OK	 
REQUEST	312		request_2 Redirect 1	1590716642060	1590716642065	OK	 
USER	AirlineCreateRunway	653	START	1590716642075	1590716642075
REQUEST	653		Home	1590716642075	1590716642082	OK	 
REQUEST	92		CreateRunway	1590716642075	1590716642092	OK	 
REQUEST	313		request_2	1590716642097	1590716642101	OK	 
REQUEST	313		request_2 Redirect 1	1590716642101	1590716642104	OK	 
REQUEST	533		LoginAirline	1590716642108	1590716642110	OK	 
USER	AirlineCreateRunway	654	START	1590716642124	1590716642124
REQUEST	654		Home	1590716642124	1590716642131	OK	 
REQUEST	93		CreateRunway	1590716642119	1590716642134	OK	 
REQUEST	534		LoginAirline	1590716642157	1590716642160	OK	 
REQUEST	314		request_2	1590716642157	1590716642162	OK	 
REQUEST	314		request_2 Redirect 1	1590716642162	1590716642166	OK	 
USER	AirlineCreateRunway	655	START	1590716642179	1590716642179
REQUEST	94		CreateRunway	1590716642168	1590716642182	OK	 
REQUEST	655		Home	1590716642179	1590716642184	OK	 
REQUEST	535		LoginAirline	1590716642205	1590716642208	OK	 
REQUEST	315		request_2	1590716642205	1590716642209	OK	 
REQUEST	315		request_2 Redirect 1	1590716642210	1590716642213	OK	 
USER	AirlineCreateRunway	656	START	1590716642227	1590716642227
REQUEST	95		CreateRunway	1590716642216	1590716642229	OK	 
REQUEST	656		Home	1590716642227	1590716642234	OK	 
REQUEST	536		LoginAirline	1590716642260	1590716642263	OK	 
REQUEST	316		request_2	1590716642260	1590716642265	OK	 
REQUEST	316		request_2 Redirect 1	1590716642265	1590716642270	OK	 
USER	AirlineCreateRunway	657	START	1590716642274	1590716642274
REQUEST	96		CreateRunway	1590716642264	1590716642279	OK	 
REQUEST	657		Home	1590716642275	1590716642281	OK	 
REQUEST	317		request_2	1590716642295	1590716642299	OK	 
REQUEST	317		request_2 Redirect 1	1590716642299	1590716642302	OK	 
REQUEST	537		LoginAirline	1590716642306	1590716642308	OK	 
USER	AirlineCreateRunway	658	START	1590716642326	1590716642326
REQUEST	97		CreateRunway	1590716642316	1590716642331	OK	 
REQUEST	658		Home	1590716642327	1590716642332	OK	 
REQUEST	538		LoginAirline	1590716642359	1590716642362	OK	 
REQUEST	318		request_2	1590716642359	1590716642364	OK	 
REQUEST	318		request_2 Redirect 1	1590716642364	1590716642367	OK	 
USER	AirlineCreateRunway	659	START	1590716642374	1590716642374
REQUEST	659		Home	1590716642374	1590716642381	OK	 
REQUEST	98		CreateRunway	1590716642370	1590716642385	OK	 
REQUEST	539		LoginAirline	1590716642406	1590716642410	OK	 
REQUEST	319		request_2	1590716642407	1590716642412	OK	 
REQUEST	319		request_2 Redirect 1	1590716642412	1590716642416	OK	 
USER	AirlineCreateRunway	660	START	1590716642428	1590716642428
REQUEST	660		Home	1590716642429	1590716642435	OK	 
REQUEST	99		CreateRunway	1590716642428	1590716642444	OK	 
REQUEST	540		LoginAirline	1590716642454	1590716642458	OK	 
REQUEST	320		request_2	1590716642454	1590716642460	OK	 
REQUEST	320		request_2 Redirect 1	1590716642460	1590716642465	OK	 
USER	AirlineCreateRunway	661	START	1590716642474	1590716642474
REQUEST	661		Home	1590716642475	1590716642481	OK	 
REQUEST	100		CreateRunway	1590716642474	1590716642491	OK	 
REQUEST	321		request_2	1590716642496	1590716642501	OK	 
REQUEST	321		request_2 Redirect 1	1590716642501	1590716642505	OK	 
REQUEST	541		LoginAirline	1590716642507	1590716642510	OK	 
USER	AirlineCreateRunway	662	START	1590716642534	1590716642534
REQUEST	662		Home	1590716642534	1590716642540	OK	 
REQUEST	101		CreateRunway	1590716642529	1590716642543	OK	 
REQUEST	542		LoginAirline	1590716642544	1590716642547	OK	 
REQUEST	322		request_2	1590716642555	1590716642560	OK	 
REQUEST	322		request_2 Redirect 1	1590716642560	1590716642564	OK	 
USER	AirlineCreateRunway	663	START	1590716642586	1590716642586
REQUEST	663		Home	1590716642586	1590716642592	OK	 
REQUEST	102		CreateRunway	1590716642575	1590716642591	OK	 
REQUEST	543		LoginAirline	1590716642596	1590716642599	OK	 
REQUEST	323		request_2	1590716642607	1590716642612	OK	 
REQUEST	323		request_2 Redirect 1	1590716642612	1590716642616	OK	 
REQUEST	103		CreateRunway	1590716642618	1590716642633	OK	 
USER	AirlineCreateRunway	664	START	1590716642639	1590716642639
REQUEST	544		LoginAirline	1590716642639	1590716642642	OK	 
REQUEST	664		Home	1590716642639	1590716642645	OK	 
REQUEST	324		request_2	1590716642654	1590716642659	OK	 
REQUEST	324		request_2 Redirect 1	1590716642659	1590716642664	OK	 
USER	AirlineCreateRunway	665	START	1590716642686	1590716642686
REQUEST	104		CreateRunway	1590716642675	1590716642691	OK	 
REQUEST	665		Home	1590716642686	1590716642692	OK	 
REQUEST	545		LoginAirline	1590716642696	1590716642699	OK	 
REQUEST	325		request_2	1590716642718	1590716642723	OK	 
REQUEST	325		request_2 Redirect 1	1590716642724	1590716642729	OK	 
REQUEST	105		CreateRunway	1590716642718	1590716642736	OK	 
USER	AirlineCreateRunway	666	START	1590716642740	1590716642740
REQUEST	666		Home	1590716642740	1590716642746	OK	 
REQUEST	546		LoginAirline	1590716642744	1590716642748	OK	 
REQUEST	326		request_2	1590716642755	1590716642760	OK	 
REQUEST	326		request_2 Redirect 1	1590716642760	1590716642763	OK	 
REQUEST	106		CreateRunway	1590716642765	1590716642780	OK	 
USER	AirlineCreateRunway	667	START	1590716642786	1590716642786
REQUEST	667		Home	1590716642786	1590716642791	OK	 
REQUEST	547		LoginAirline	1590716642797	1590716642799	OK	 
REQUEST	327		request_2	1590716642808	1590716642812	OK	 
REQUEST	327		request_2 Redirect 1	1590716642812	1590716642815	OK	 
REQUEST	107		CreateRunway	1590716642819	1590716642832	OK	 
USER	AirlineCreateRunway	668	START	1590716642834	1590716642834
REQUEST	668		Home	1590716642834	1590716642838	OK	 
REQUEST	548		LoginAirline	1590716642844	1590716642847	OK	 
REQUEST	328		request_2	1590716642844	1590716642849	OK	 
REQUEST	328		request_2 Redirect 1	1590716642849	1590716642852	OK	 
REQUEST	108		CreateRunway	1590716642866	1590716642880	OK	 
USER	AirlineCreateRunway	669	START	1590716642887	1590716642887
REQUEST	669		Home	1590716642887	1590716642891	OK	 
REQUEST	549		LoginAirline	1590716642897	1590716642900	OK	 
REQUEST	329		request_2	1590716642909	1590716642913	OK	 
REQUEST	329		request_2 Redirect 1	1590716642913	1590716642916	OK	 
REQUEST	109		CreateRunway	1590716642920	1590716642933	OK	 
USER	AirlineCreateRunway	670	START	1590716642934	1590716642934
REQUEST	670		Home	1590716642935	1590716642940	OK	 
REQUEST	550		LoginAirline	1590716642945	1590716642948	OK	 
REQUEST	330		request_2	1590716642946	1590716642950	OK	 
REQUEST	330		request_2 Redirect 1	1590716642950	1590716642953	OK	 
REQUEST	110		CreateRunway	1590716642966	1590716642982	OK	 
USER	AirlineCreateRunway	671	START	1590716642988	1590716642988
REQUEST	551		LoginAirline	1590716642988	1590716642994	OK	 
REQUEST	671		Home	1590716642989	1590716642996	OK	 
REQUEST	331		request_2	1590716643004	1590716643008	OK	 
REQUEST	331		request_2 Redirect 1	1590716643009	1590716643013	OK	 
REQUEST	111		CreateRunway	1590716643014	1590716643028	OK	 
USER	AirlineCreateRunway	672	START	1590716643036	1590716643036
REQUEST	672		Home	1590716643036	1590716643041	OK	 
REQUEST	552		LoginAirline	1590716643047	1590716643049	OK	 
REQUEST	332		request_2	1590716643058	1590716643062	OK	 
REQUEST	332		request_2 Redirect 1	1590716643062	1590716643066	OK	 
USER	AirlineCreateRunway	673	START	1590716643084	1590716643084
REQUEST	673		Home	1590716643084	1590716643091	OK	 
REQUEST	112		CreateRunway	1590716643080	1590716643096	OK	 
REQUEST	553		LoginAirline	1590716643105	1590716643108	OK	 
REQUEST	333		request_2	1590716643105	1590716643110	OK	 
REQUEST	333		request_2 Redirect 1	1590716643110	1590716643114	OK	 
USER	AirlineCreateRunway	674	START	1590716643138	1590716643138
REQUEST	113		CreateRunway	1590716643127	1590716643142	OK	 
REQUEST	674		Home	1590716643138	1590716643144	OK	 
REQUEST	554		LoginAirline	1590716643149	1590716643152	OK	 
REQUEST	334		request_2	1590716643160	1590716643163	OK	 
REQUEST	334		request_2 Redirect 1	1590716643164	1590716643167	OK	 
USER	AirlineCreateRunway	675	START	1590716643186	1590716643186
REQUEST	114		CreateRunway	1590716643175	1590716643186	OK	 
REQUEST	675		Home	1590716643186	1590716643193	OK	 
REQUEST	555		LoginAirline	1590716643208	1590716643211	OK	 
REQUEST	335		request_2	1590716643208	1590716643213	OK	 
REQUEST	335		request_2 Redirect 1	1590716643213	1590716643217	OK	 
REQUEST	115		CreateRunway	1590716643219	1590716643231	OK	 
USER	AirlineCreateRunway	676	START	1590716643234	1590716643234
REQUEST	676		Home	1590716643234	1590716643239	OK	 
REQUEST	556		LoginAirline	1590716643244	1590716643247	OK	 
REQUEST	336		request_2	1590716643256	1590716643260	OK	 
REQUEST	336		request_2 Redirect 1	1590716643260	1590716643264	OK	 
REQUEST	116		CreateRunway	1590716643266	1590716643281	OK	 
USER	AirlineCreateRunway	677	START	1590716643288	1590716643288
REQUEST	677		Home	1590716643289	1590716643293	OK	 
REQUEST	557		LoginAirline	1590716643304	1590716643307	OK	 
REQUEST	337		request_2	1590716643304	1590716643309	OK	 
REQUEST	337		request_2 Redirect 1	1590716643309	1590716643314	OK	 
REQUEST	117		CreateRunway	1590716643314	1590716643329	OK	 
USER	AirlineCreateRunway	678	START	1590716643336	1590716643336
REQUEST	678		Home	1590716643336	1590716643341	OK	 
REQUEST	558		LoginAirline	1590716643347	1590716643349	OK	 
REQUEST	338		request_2	1590716643358	1590716643362	OK	 
REQUEST	338		request_2 Redirect 1	1590716643362	1590716643365	OK	 
REQUEST	118		CreateRunway	1590716643369	1590716643383	OK	 
USER	AirlineCreateRunway	679	START	1590716643384	1590716643384
REQUEST	679		Home	1590716643384	1590716643388	OK	 
REQUEST	559		LoginAirline	1590716643394	1590716643397	OK	 
REQUEST	339		request_2	1590716643405	1590716643409	OK	 
REQUEST	339		request_2 Redirect 1	1590716643410	1590716643413	OK	 
USER	AirlineCreateRunway	680	START	1590716643438	1590716643438
REQUEST	680		Home	1590716643438	1590716643444	OK	 
REQUEST	119		CreateRunway	1590716643427	1590716643443	OK	 
REQUEST	560		LoginAirline	1590716643448	1590716643451	OK	 
REQUEST	340		request_2	1590716643459	1590716643463	OK	 
REQUEST	340		request_2 Redirect 1	1590716643463	1590716643467	OK	 
REQUEST	120		CreateRunway	1590716643464	1590716643478	OK	 
USER	AirlineCreateRunway	681	START	1590716643485	1590716643485
REQUEST	681		Home	1590716643485	1590716643490	OK	 
REQUEST	341		request_2	1590716643496	1590716643500	OK	 
REQUEST	341		request_2 Redirect 1	1590716643500	1590716643504	OK	 
REQUEST	561		LoginAirline	1590716643507	1590716643509	OK	 
USER	AirlineCreateRunway	682	START	1590716643540	1590716643540
REQUEST	121		CreateRunway	1590716643529	1590716643546	OK	 
REQUEST	562		LoginAirline	1590716643544	1590716643548	OK	 
REQUEST	682		Home	1590716643540	1590716643548	OK	 
REQUEST	342		request_2	1590716643557	1590716643562	OK	 
REQUEST	342		request_2 Redirect 1	1590716643562	1590716643566	OK	 
REQUEST	122		CreateRunway	1590716643557	1590716643571	OK	 
USER	AirlineCreateRunway	683	START	1590716643589	1590716643589
REQUEST	683		Home	1590716643589	1590716643595	OK	 
REQUEST	563		LoginAirline	1590716643599	1590716643601	OK	 
REQUEST	343		request_2	1590716643610	1590716643614	OK	 
REQUEST	343		request_2 Redirect 1	1590716643614	1590716643618	OK	 
REQUEST	123		CreateRunway	1590716643614	1590716643628	OK	 
USER	AirlineCreateRunway	684	START	1590716643634	1590716643634
REQUEST	684		Home	1590716643635	1590716643639	OK	 
REQUEST	564		LoginAirline	1590716643646	1590716643648	OK	 
REQUEST	344		request_2	1590716643656	1590716643661	OK	 
REQUEST	344		request_2 Redirect 1	1590716643661	1590716643664	OK	 
REQUEST	124		CreateRunway	1590716643667	1590716643681	OK	 
USER	AirlineCreateRunway	685	START	1590716643687	1590716643687
REQUEST	685		Home	1590716643688	1590716643693	OK	 
REQUEST	345		request_2	1590716643710	1590716643714	OK	 
REQUEST	565		LoginAirline	1590716643714	1590716643717	OK	 
REQUEST	345		request_2 Redirect 1	1590716643714	1590716643719	OK	 
REQUEST	125		CreateRunway	1590716643709	1590716643724	OK	 
USER	AirlineCreateRunway	686	START	1590716643735	1590716643735
REQUEST	686		Home	1590716643736	1590716643742	OK	 
REQUEST	346		request_2	1590716643757	1590716643762	OK	 
REQUEST	346		request_2 Redirect 1	1590716643762	1590716643765	OK	 
USER	AirlineCreateRunway	687	START	1590716643784	1590716643784
REQUEST	687		Home	1590716643784	1590716643790	OK	 
REQUEST	126		CreateRunway	1590716643784	1590716643799	OK	 
REQUEST	347		request_2	1590716643805	1590716643809	OK	 
REQUEST	347		request_2 Redirect 1	1590716643809	1590716643812	OK	 
REQUEST	566		LoginAirline	1590716643827	1590716643830	OK	 
REQUEST	567		LoginAirline	1590716643827	1590716643831	OK	 
USER	AirlineCreateRunway	688	START	1590716643838	1590716643838
REQUEST	688		Home	1590716643838	1590716643844	OK	 
REQUEST	127		CreateRunway	1590716643827	1590716643844	OK	 
REQUEST	568		LoginAirline	1590716643859	1590716643862	OK	 
REQUEST	348		request_2	1590716643859	1590716643864	OK	 
REQUEST	348		request_2 Redirect 1	1590716643864	1590716643868	OK	 
REQUEST	128		CreateRunway	1590716643859	1590716643875	OK	 
USER	AirlineCreateRunway	689	START	1590716643885	1590716643885
REQUEST	689		Home	1590716643885	1590716643890	OK	 
REQUEST	349		request_2	1590716643896	1590716643901	OK	 
REQUEST	349		request_2 Redirect 1	1590716643901	1590716643904	OK	 
REQUEST	569		LoginAirline	1590716643907	1590716643909	OK	 
REQUEST	129		CreateRunway	1590716643918	1590716643931	OK	 
USER	AirlineCreateRunway	690	START	1590716643939	1590716643939
REQUEST	690		Home	1590716643939	1590716643943	OK	 
REQUEST	570		LoginAirline	1590716643949	1590716643951	OK	 
REQUEST	350		request_2	1590716643960	1590716643964	OK	 
REQUEST	350		request_2 Redirect 1	1590716643964	1590716643969	OK	 
REQUEST	130		CreateRunway	1590716643960	1590716643974	OK	 
USER	AirlineCreateRunway	691	START	1590716643986	1590716643986
REQUEST	691		Home	1590716643986	1590716643992	OK	 
REQUEST	351		request_2	1590716644008	1590716644012	OK	 
REQUEST	351		request_2 Redirect 1	1590716644012	1590716644017	OK	 
REQUEST	131		CreateRunway	1590716644008	1590716644022	OK	 
USER	AirlineCreateRunway	692	START	1590716644039	1590716644039
REQUEST	571		LoginAirline	1590716644039	1590716644042	OK	 
REQUEST	692		Home	1590716644039	1590716644044	OK	 
REQUEST	352		request_2	1590716644060	1590716644065	OK	 
REQUEST	352		request_2 Redirect 1	1590716644065	1590716644071	OK	 
REQUEST	132		CreateRunway	1590716644060	1590716644076	OK	 
USER	AirlineCreateRunway	693	START	1590716644084	1590716644084
REQUEST	693		Home	1590716644084	1590716644089	OK	 
REQUEST	353		request_2	1590716644106	1590716644110	OK	 
REQUEST	353		request_2 Redirect 1	1590716644110	1590716644114	OK	 
REQUEST	133		CreateRunway	1590716644117	1590716644132	OK	 
USER	AirlineCreateRunway	694	START	1590716644137	1590716644137
REQUEST	573		LoginAirline	1590716644137	1590716644141	OK	 
REQUEST	572		LoginAirline	1590716644137	1590716644143	OK	 
REQUEST	694		Home	1590716644138	1590716644145	OK	 
REQUEST	574		LoginAirline	1590716644148	1590716644151	OK	 
REQUEST	354		request_2	1590716644159	1590716644163	OK	 
REQUEST	354		request_2 Redirect 1	1590716644163	1590716644167	OK	 
REQUEST	134		CreateRunway	1590716644170	1590716644183	OK	 
USER	AirlineCreateRunway	695	START	1590716644184	1590716644184
REQUEST	695		Home	1590716644184	1590716644189	OK	 
REQUEST	575		LoginAirline	1590716644205	1590716644209	OK	 
REQUEST	355		request_2	1590716644205	1590716644210	OK	 
REQUEST	355		request_2 Redirect 1	1590716644210	1590716644216	OK	 
REQUEST	135		CreateRunway	1590716644205	1590716644220	OK	 
USER	AirlineCreateRunway	696	START	1590716644238	1590716644238
REQUEST	696		Home	1590716644238	1590716644243	OK	 
REQUEST	576		LoginAirline	1590716644248	1590716644251	OK	 
REQUEST	356		request_2	1590716644259	1590716644264	OK	 
REQUEST	356		request_2 Redirect 1	1590716644264	1590716644268	OK	 
REQUEST	136		CreateRunway	1590716644259	1590716644274	OK	 
USER	AirlineCreateRunway	697	START	1590716644285	1590716644285
REQUEST	697		Home	1590716644285	1590716644291	OK	 
REQUEST	577		LoginAirline	1590716644295	1590716644298	OK	 
REQUEST	357		request_2	1590716644295	1590716644301	OK	 
REQUEST	357		request_2 Redirect 1	1590716644301	1590716644305	OK	 
REQUEST	137		CreateRunway	1590716644317	1590716644332	OK	 
USER	AirlineCreateRunway	698	START	1590716644338	1590716644338
REQUEST	698		Home	1590716644338	1590716644343	OK	 
REQUEST	358		request_2	1590716644354	1590716644358	OK	 
REQUEST	358		request_2 Redirect 1	1590716644359	1590716644363	OK	 
REQUEST	138		CreateRunway	1590716644354	1590716644368	OK	 
USER	AirlineCreateRunway	699	START	1590716644386	1590716644386
REQUEST	699		Home	1590716644386	1590716644392	OK	 
REQUEST	359		request_2	1590716644408	1590716644413	OK	 
REQUEST	359		request_2 Redirect 1	1590716644413	1590716644417	OK	 
REQUEST	139		CreateRunway	1590716644408	1590716644424	OK	 
USER	AirlineCreateRunway	700	START	1590716644440	1590716644440
REQUEST	700		Home	1590716644440	1590716644446	OK	 
REQUEST	578		LoginAirline	1590716644444	1590716644447	OK	 
REQUEST	579		LoginAirline	1590716644444	1590716644447	OK	 
REQUEST	360		request_2	1590716644458	1590716644462	OK	 
REQUEST	360		request_2 Redirect 1	1590716644463	1590716644467	OK	 
REQUEST	580		LoginAirline	1590716644480	1590716644482	OK	 
USER	AirlineCreateRunway	701	START	1590716644484	1590716644484
REQUEST	140		CreateRunway	1590716644469	1590716644485	OK	 
REQUEST	701		Home	1590716644484	1590716644490	OK	 
REQUEST	361		request_2	1590716644506	1590716644510	OK	 
