ASSERTION	AAEDAAEBAwAAAAAAAEB/QA==
ASSERTION	AAEDAAECAwAAAAAAAEB/QA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	simulations.AerolineaCreaAvionCSV	aerolineacreaavioncsv	1590711334090	 	3.3.1
REQUEST	627		CreatePlane	1590711467737	1590711467753	OK	 
REQUEST	37		CreatedPlane	1590711467737	1590711467763	OK	 
REQUEST	37		CreatedPlane Redirect 1	1590711467763	1590711467772	OK	 
USER	Airlines	37	END	1590711340687	1590711467773
REQUEST	628		CreatePlane	1590711467826	1590711467840	OK	 
REQUEST	38		CreatedPlane	1590711467836	1590711467862	OK	 
REQUEST	38		CreatedPlane Redirect 1	1590711467862	1590711467872	OK	 
USER	Airlines	38	END	1590711340787	1590711467872
REQUEST	629		CreatePlane	1590711467916	1590711467932	OK	 
REQUEST	39		CreatedPlane	1590711467937	1590711467965	OK	 
REQUEST	39		CreatedPlane Redirect 1	1590711467965	1590711467974	OK	 
USER	Airlines	39	END	1590711340890	1590711467975
REQUEST	630		CreatePlane	1590711468016	1590711468029	OK	 
REQUEST	40		CreatedPlane	1590711468038	1590711468064	OK	 
REQUEST	40		CreatedPlane Redirect 1	1590711468064	1590711468074	OK	 
USER	Airlines	40	END	1590711340985	1590711468075
REQUEST	631		CreatePlane	1590711468126	1590711468140	OK	 
REQUEST	41		CreatedPlane	1590711468137	1590711468149	OK	 
USER	Airlines	41	END	1590711341091	1590711468150
REQUEST	632		CreatePlane	1590711468206	1590711468220	OK	 
REQUEST	42		CreatedPlane	1590711468216	1590711468242	OK	 
REQUEST	42		CreatedPlane Redirect 1	1590711468242	1590711468250	OK	 
USER	Airlines	42	END	1590711341170	1590711468251
REQUEST	633		CreatePlane	1590711468301	1590711468317	OK	 
REQUEST	43		CreatedPlane	1590711468316	1590711468341	OK	 
REQUEST	43		CreatedPlane Redirect 1	1590711468341	1590711468350	OK	 
USER	Airlines	43	END	1590711341269	1590711468351
REQUEST	634		CreatePlane	1590711468406	1590711468422	OK	 
REQUEST	44		CreatedPlane	1590711468406	1590711468433	OK	 
REQUEST	44		CreatedPlane Redirect 1	1590711468433	1590711468441	OK	 
USER	Airlines	44	END	1590711341366	1590711468442
REQUEST	635		CreatePlane	1590711468509	1590711468527	OK	 
REQUEST	45		CreatedPlane	1590711468519	1590711468547	OK	 
REQUEST	45		CreatedPlane Redirect 1	1590711468547	1590711468559	OK	 
USER	Airlines	45	END	1590711341466	1590711468559
REQUEST	636		CreatePlane	1590711468597	1590711468612	OK	 
REQUEST	46		CreatedPlane	1590711468628	1590711468652	OK	 
REQUEST	46		CreatedPlane Redirect 1	1590711468652	1590711468662	OK	 
USER	Airlines	46	END	1590711341569	1590711468662
REQUEST	637		CreatePlane	1590711468706	1590711468721	OK	 
REQUEST	47		CreatedPlane	1590711468718	1590711468747	OK	 
REQUEST	47		CreatedPlane Redirect 1	1590711468747	1590711468756	OK	 
USER	Airlines	47	END	1590711341669	1590711468757
REQUEST	638		CreatePlane	1590711468807	1590711468823	OK	 
REQUEST	48		CreatedPlane	1590711468818	1590711468842	OK	 
REQUEST	48		CreatedPlane Redirect 1	1590711468842	1590711468851	OK	 
USER	Airlines	48	END	1590711341769	1590711468851
REQUEST	639		CreatePlane	1590711468906	1590711468922	OK	 
REQUEST	49		CreatedPlane	1590711468917	1590711468943	OK	 
REQUEST	49		CreatedPlane Redirect 1	1590711468943	1590711468952	OK	 
USER	Airlines	49	END	1590711341869	1590711468952
REQUEST	640		CreatePlane	1590711469006	1590711469020	OK	 
REQUEST	50		CreatedPlane	1590711469017	1590711469045	OK	 
REQUEST	50		CreatedPlane Redirect 1	1590711469045	1590711469055	OK	 
USER	Airlines	50	END	1590711341969	1590711469056
REQUEST	641		CreatePlane	1590711469108	1590711469124	OK	 
REQUEST	51		CreatedPlane	1590711469119	1590711469144	OK	 
REQUEST	51		CreatedPlane Redirect 1	1590711469144	1590711469154	OK	 
USER	Airlines	51	END	1590711342067	1590711469154
REQUEST	642		CreatePlane	1590711469196	1590711469209	OK	 
REQUEST	52		CreatedPlane	1590711469228	1590711469255	OK	 
REQUEST	52		CreatedPlane Redirect 1	1590711469255	1590711469264	OK	 
USER	Airlines	52	END	1590711342191	1590711469265
REQUEST	643		CreatePlane	1590711469308	1590711469323	OK	 
REQUEST	53		CreatedPlane	1590711469330	1590711469356	OK	 
REQUEST	53		CreatedPlane Redirect 1	1590711469356	1590711469367	OK	 
USER	Airlines	53	END	1590711342286	1590711469367
REQUEST	644		CreatePlane	1590711469399	1590711469412	OK	 
REQUEST	54		CreatedPlane	1590711469436	1590711469461	OK	 
REQUEST	54		CreatedPlane Redirect 1	1590711469461	1590711469471	OK	 
USER	Airlines	54	END	1590711342386	1590711469472
REQUEST	645		CreatePlane	1590711469500	1590711469516	OK	 
REQUEST	55		CreatedPlane	1590711469536	1590711469562	OK	 
REQUEST	55		CreatedPlane Redirect 1	1590711469562	1590711469573	OK	 
USER	Airlines	55	END	1590711342485	1590711469574
REQUEST	646		CreatePlane	1590711469600	1590711469613	OK	 
REQUEST	56		CreatedPlane	1590711469636	1590711469663	OK	 
REQUEST	56		CreatedPlane Redirect 1	1590711469663	1590711469679	OK	 
USER	Airlines	56	END	1590711342586	1590711469680
REQUEST	647		CreatePlane	1590711469699	1590711469714	OK	 
REQUEST	57		CreatedPlane	1590711469736	1590711469760	OK	 
REQUEST	57		CreatedPlane Redirect 1	1590711469761	1590711469772	OK	 
USER	Airlines	57	END	1590711342686	1590711469773
REQUEST	648		CreatePlane	1590711469808	1590711469822	OK	 
REQUEST	58		CreatedPlane	1590711469840	1590711469864	OK	 
REQUEST	58		CreatedPlane Redirect 1	1590711469864	1590711469875	OK	 
USER	Airlines	58	END	1590711342786	1590711469875
REQUEST	649		CreatePlane	1590711469897	1590711469912	OK	 
REQUEST	59		CreatedPlane	1590711469940	1590711469968	OK	 
REQUEST	59		CreatedPlane Redirect 1	1590711469969	1590711469981	OK	 
USER	Airlines	59	END	1590711342889	1590711469982
REQUEST	650		CreatePlane	1590711469997	1590711470016	OK	 
REQUEST	60		CreatedPlane	1590711470041	1590711470071	OK	 
REQUEST	60		CreatedPlane Redirect 1	1590711470071	1590711470084	OK	 
USER	Airlines	60	END	1590711342989	1590711470085
REQUEST	651		CreatePlane	1590711470109	1590711470134	OK	 
REQUEST	61		CreatedPlane	1590711470136	1590711470161	OK	 
REQUEST	61		CreatedPlane Redirect 1	1590711470161	1590711470173	OK	 
USER	Airlines	61	END	1590711343088	1590711470174
REQUEST	652		CreatePlane	1590711470216	1590711470230	OK	 
REQUEST	62		CreatedPlane	1590711470236	1590711470259	OK	 
REQUEST	62		CreatedPlane Redirect 1	1590711470259	1590711470269	OK	 
USER	Airlines	62	END	1590711343190	1590711470270
REQUEST	653		CreatePlane	1590711470316	1590711470331	OK	 
REQUEST	63		CreatedPlane	1590711470337	1590711470361	OK	 
REQUEST	63		CreatedPlane Redirect 1	1590711470361	1590711470372	OK	 
USER	Airlines	63	END	1590711343291	1590711470373
REQUEST	654		CreatePlane	1590711470406	1590711470420	OK	 
REQUEST	64		CreatedPlane	1590711470427	1590711470453	OK	 
REQUEST	64		CreatedPlane Redirect 1	1590711470453	1590711470464	OK	 
USER	Airlines	64	END	1590711343386	1590711470464
REQUEST	655		CreatePlane	1590711470517	1590711470534	OK	 
REQUEST	65		CreatedPlane	1590711470528	1590711470559	OK	 
REQUEST	65		CreatedPlane Redirect 1	1590711470560	1590711470573	OK	 
USER	Airlines	65	END	1590711343491	1590711470574
REQUEST	66		CreatedPlane	1590711470626	1590711470639	OK	 
USER	Airlines	66	END	1590711343586	1590711470639
REQUEST	656		CreatePlane	1590711470626	1590711470641	OK	 
REQUEST	657		CreatePlane	1590711470716	1590711470732	OK	 
REQUEST	67		CreatedPlane	1590711470727	1590711470751	OK	 
REQUEST	67		CreatedPlane Redirect 1	1590711470751	1590711470761	OK	 
USER	Airlines	67	END	1590711343686	1590711470762
REQUEST	658		CreatePlane	1590711470816	1590711470831	OK	 
REQUEST	68		CreatedPlane	1590711470836	1590711470849	OK	 
USER	Airlines	68	END	1590711343791	1590711470849
REQUEST	659		CreatePlane	1590711470921	1590711470935	OK	 
REQUEST	69		CreatedPlane	1590711470936	1590711470967	OK	 
REQUEST	69		CreatedPlane Redirect 1	1590711470967	1590711470978	OK	 
USER	Airlines	69	END	1590711343886	1590711470978
REQUEST	660		CreatePlane	1590711471010	1590711471025	OK	 
REQUEST	70		CreatedPlane	1590711471041	1590711471066	OK	 
REQUEST	70		CreatedPlane Redirect 1	1590711471066	1590711471076	OK	 
USER	Airlines	70	END	1590711343987	1590711471077
REQUEST	661		CreatePlane	1590711471120	1590711471137	OK	 
REQUEST	71		CreatedPlane	1590711471136	1590711471165	OK	 
REQUEST	71		CreatedPlane Redirect 1	1590711471166	1590711471185	OK	 
USER	Airlines	71	END	1590711344086	1590711471186
REQUEST	662		CreatePlane	1590711471220	1590711471238	OK	 
REQUEST	72		CreatedPlane	1590711471236	1590711471262	OK	 
REQUEST	72		CreatedPlane Redirect 1	1590711471262	1590711471271	OK	 
USER	Airlines	72	END	1590711344186	1590711471271
REQUEST	663		CreatePlane	1590711471320	1590711471336	OK	 
REQUEST	73		CreatedPlane	1590711471331	1590711471360	OK	 
REQUEST	73		CreatedPlane Redirect 1	1590711471360	1590711471370	OK	 
USER	Airlines	73	END	1590711344290	1590711471371
REQUEST	664		CreatePlane	1590711471419	1590711471438	OK	 
REQUEST	74		CreatedPlane	1590711471440	1590711471465	OK	 
REQUEST	74		CreatedPlane Redirect 1	1590711471466	1590711471475	OK	 
USER	Airlines	74	END	1590711344389	1590711471476
REQUEST	665		CreatePlane	1590711471529	1590711471550	OK	 
REQUEST	75		CreatedPlane	1590711471540	1590711471568	OK	 
REQUEST	75		CreatedPlane Redirect 1	1590711471568	1590711471579	OK	 
USER	Airlines	75	END	1590711344489	1590711471580
REQUEST	666		CreatePlane	1590711471626	1590711471642	OK	 
REQUEST	76		CreatedPlane	1590711471636	1590711471663	OK	 
REQUEST	76		CreatedPlane Redirect 1	1590711471663	1590711471673	OK	 
USER	Airlines	76	END	1590711344589	1590711471674
REQUEST	667		CreatePlane	1590711471726	1590711471741	OK	 
REQUEST	77		CreatedPlane	1590711471737	1590711471765	OK	 
REQUEST	77		CreatedPlane Redirect 1	1590711471765	1590711471774	OK	 
USER	Airlines	77	END	1590711344689	1590711471775
REQUEST	668		CreatePlane	1590711471817	1590711471831	OK	 
REQUEST	78		CreatedPlane	1590711471839	1590711471867	OK	 
REQUEST	78		CreatedPlane Redirect 1	1590711471867	1590711471877	OK	 
USER	Airlines	78	END	1590711344791	1590711471878
REQUEST	669		CreatePlane	1590711471907	1590711471923	OK	 
REQUEST	79		CreatedPlane	1590711471939	1590711471966	OK	 
REQUEST	79		CreatedPlane Redirect 1	1590711471966	1590711471975	OK	 
USER	Airlines	79	END	1590711344886	1590711471976
REQUEST	670		CreatePlane	1590711472007	1590711472023	OK	 
REQUEST	80		CreatedPlane	1590711472039	1590711472069	OK	 
REQUEST	80		CreatedPlane Redirect 1	1590711472069	1590711472083	OK	 
USER	Airlines	80	END	1590711344987	1590711472084
REQUEST	671		CreatePlane	1590711472118	1590711472132	OK	 
REQUEST	81		CreatedPlane	1590711472140	1590711472167	OK	 
REQUEST	81		CreatedPlane Redirect 1	1590711472167	1590711472178	OK	 
USER	Airlines	81	END	1590711345089	1590711472179
REQUEST	672		CreatePlane	1590711472207	1590711472221	OK	 
REQUEST	82		CreatedPlane	1590711472239	1590711472267	OK	 
REQUEST	82		CreatedPlane Redirect 1	1590711472267	1590711472278	OK	 
USER	Airlines	82	END	1590711345188	1590711472279
REQUEST	673		CreatePlane	1590711472319	1590711472333	OK	 
REQUEST	83		CreatedPlane	1590711472340	1590711472366	OK	 
REQUEST	83		CreatedPlane Redirect 1	1590711472367	1590711472377	OK	 
USER	Airlines	83	END	1590711345287	1590711472378
REQUEST	674		CreatePlane	1590711472417	1590711472431	OK	 
REQUEST	84		CreatedPlane	1590711472438	1590711472464	OK	 
REQUEST	84		CreatedPlane Redirect 1	1590711472464	1590711472473	OK	 
USER	Airlines	84	END	1590711345387	1590711472474
REQUEST	675		CreatePlane	1590711472516	1590711472533	OK	 
REQUEST	85		CreatedPlane	1590711472537	1590711472564	OK	 
REQUEST	85		CreatedPlane Redirect 1	1590711472565	1590711472580	OK	 
USER	Airlines	85	END	1590711345487	1590711472581
REQUEST	676		CreatePlane	1590711472618	1590711472639	OK	 
REQUEST	86		CreatedPlane	1590711472629	1590711472665	OK	 
REQUEST	86		CreatedPlane Redirect 1	1590711472665	1590711472678	OK	 
USER	Airlines	86	END	1590711345588	1590711472679
REQUEST	677		CreatePlane	1590711472726	1590711472746	OK	 
REQUEST	87		CreatedPlane	1590711472737	1590711472767	OK	 
REQUEST	87		CreatedPlane Redirect 1	1590711472767	1590711472777	OK	 
USER	Airlines	87	END	1590711345686	1590711472778
REQUEST	678		CreatePlane	1590711472828	1590711472845	OK	 
REQUEST	88		CreatedPlane	1590711472839	1590711472863	OK	 
REQUEST	88		CreatedPlane Redirect 1	1590711472864	1590711472872	OK	 
USER	Airlines	88	END	1590711345790	1590711472873
REQUEST	679		CreatePlane	1590711472918	1590711472932	OK	 
REQUEST	89		CreatedPlane	1590711472939	1590711472966	OK	 
REQUEST	89		CreatedPlane Redirect 1	1590711472966	1590711472976	OK	 
USER	Airlines	89	END	1590711345889	1590711472977
REQUEST	680		CreatePlane	1590711473019	1590711473036	OK	 
REQUEST	90		CreatedPlane	1590711473040	1590711473067	OK	 
REQUEST	90		CreatedPlane Redirect 1	1590711473067	1590711473079	OK	 
USER	Airlines	90	END	1590711345989	1590711473080
REQUEST	681		CreatePlane	1590711473118	1590711473133	OK	 
REQUEST	91		CreatedPlane	1590711473139	1590711473145	OK	 
USER	Airlines	91	END	1590711346089	1590711473145
REQUEST	682		CreatePlane	1590711473227	1590711473249	OK	 
REQUEST	92		CreatedPlane	1590711473239	1590711473265	OK	 
REQUEST	92		CreatedPlane Redirect 1	1590711473265	1590711473274	OK	 
USER	Airlines	92	END	1590711346188	1590711473275
REQUEST	683		CreatePlane	1590711473308	1590711473323	OK	 
REQUEST	93		CreatedPlane	1590711473341	1590711473370	OK	 
REQUEST	93		CreatedPlane Redirect 1	1590711473370	1590711473381	OK	 
USER	Airlines	93	END	1590711346287	1590711473381
REQUEST	684		CreatePlane	1590711473431	1590711473451	OK	 
REQUEST	94		CreatedPlane	1590711473436	1590711473473	OK	 
REQUEST	94		CreatedPlane Redirect 1	1590711473473	1590711473486	OK	 
USER	Airlines	94	END	1590711346389	1590711473487
REQUEST	685		CreatePlane	1590711473511	1590711473531	OK	 
REQUEST	95		CreatedPlane	1590711473536	1590711473567	OK	 
REQUEST	95		CreatedPlane Redirect 1	1590711473567	1590711473579	OK	 
USER	Airlines	95	END	1590711346489	1590711473580
REQUEST	686		CreatePlane	1590711473616	1590711473634	OK	 
REQUEST	96		CreatedPlane	1590711473637	1590711473672	OK	 
REQUEST	96		CreatedPlane Redirect 1	1590711473672	1590711473686	OK	 
USER	Airlines	96	END	1590711346589	1590711473687
REQUEST	687		CreatePlane	1590711473717	1590711473738	OK	 
REQUEST	97		CreatedPlane	1590711473739	1590711473773	OK	 
REQUEST	97		CreatedPlane Redirect 1	1590711473774	1590711473785	OK	 
USER	Airlines	97	END	1590711346690	1590711473787
REQUEST	688		CreatePlane	1590711473826	1590711473845	OK	 
REQUEST	98		CreatedPlane	1590711473836	1590711473863	OK	 
REQUEST	98		CreatedPlane Redirect 1	1590711473863	1590711473871	OK	 
USER	Airlines	98	END	1590711346786	1590711473872
REQUEST	689		CreatePlane	1590711473916	1590711473935	OK	 
REQUEST	99		CreatedPlane	1590711473939	1590711473965	OK	 
REQUEST	99		CreatedPlane Redirect 1	1590711473966	1590711473976	OK	 
USER	Airlines	99	END	1590711346886	1590711473977
REQUEST	690		CreatePlane	1590711474029	1590711474050	OK	 
REQUEST	100		CreatedPlane	1590711474041	1590711474071	OK	 
REQUEST	100		CreatedPlane Redirect 1	1590711474071	1590711474081	OK	 
USER	Airlines	100	END	1590711346986	1590711474081
REQUEST	691		CreatePlane	1590711474126	1590711474150	OK	 
REQUEST	101		CreatedPlane	1590711474136	1590711474170	OK	 
REQUEST	101		CreatedPlane Redirect 1	1590711474170	1590711474182	OK	 
USER	Airlines	101	END	1590711347087	1590711474182
REQUEST	692		CreatePlane	1590711474217	1590711474236	OK	 
REQUEST	102		CreatedPlane	1590711474228	1590711474261	OK	 
REQUEST	102		CreatedPlane Redirect 1	1590711474261	1590711474270	OK	 
USER	Airlines	102	END	1590711347186	1590711474270
REQUEST	693		CreatePlane	1590711474319	1590711474340	OK	 
REQUEST	103		CreatedPlane	1590711474331	1590711474358	OK	 
REQUEST	103		CreatedPlane Redirect 1	1590711474358	1590711474366	OK	 
USER	Airlines	103	END	1590711347286	1590711474366
REQUEST	694		CreatePlane	1590711474415	1590711474430	OK	 
REQUEST	104		CreatedPlane	1590711474436	1590711474460	OK	 
REQUEST	104		CreatedPlane Redirect 1	1590711474460	1590711474468	OK	 
USER	Airlines	104	END	1590711347386	1590711474469
REQUEST	695		CreatePlane	1590711474521	1590711474541	OK	 
REQUEST	105		CreatedPlane	1590711474536	1590711474543	OK	 
USER	Airlines	105	END	1590711347486	1590711474544
REQUEST	696		CreatePlane	1590711474621	1590711474637	OK	 
REQUEST	106		CreatedPlane	1590711474636	1590711474665	OK	 
REQUEST	106		CreatedPlane Redirect 1	1590711474665	1590711474674	OK	 
USER	Airlines	106	END	1590711347587	1590711474674
REQUEST	697		CreatePlane	1590711474716	1590711474732	OK	 
REQUEST	107		CreatedPlane	1590711474716	1590711474744	OK	 
REQUEST	107		CreatedPlane Redirect 1	1590711474744	1590711474753	OK	 
USER	Airlines	107	END	1590711347687	1590711474753
REQUEST	698		CreatePlane	1590711474817	1590711474835	OK	 
REQUEST	108		CreatedPlane	1590711474828	1590711474859	OK	 
REQUEST	108		CreatedPlane Redirect 1	1590711474859	1590711474869	OK	 
USER	Airlines	108	END	1590711347788	1590711474869
REQUEST	699		CreatePlane	1590711474918	1590711474934	OK	 
REQUEST	109		CreatedPlane	1590711474939	1590711474970	OK	 
REQUEST	109		CreatedPlane Redirect 1	1590711474970	1590711474980	OK	 
USER	Airlines	109	END	1590711347890	1590711474980
REQUEST	700		CreatePlane	1590711475029	1590711475046	OK	 
REQUEST	110		CreatedPlane	1590711475040	1590711475067	OK	 
REQUEST	110		CreatedPlane Redirect 1	1590711475067	1590711475076	OK	 
USER	Airlines	110	END	1590711347986	1590711475076
REQUEST	701		CreatePlane	1590711475119	1590711475134	OK	 
REQUEST	111		CreatedPlane	1590711475141	1590711475167	OK	 
REQUEST	111		CreatedPlane Redirect 1	1590711475168	1590711475177	OK	 
USER	Airlines	111	END	1590711348086	1590711475178
REQUEST	702		CreatePlane	1590711475209	1590711475228	OK	 
REQUEST	112		CreatedPlane	1590711475242	1590711475267	OK	 
REQUEST	112		CreatedPlane Redirect 1	1590711475267	1590711475275	OK	 
USER	Airlines	112	END	1590711348187	1590711475276
REQUEST	703		CreatePlane	1590711475309	1590711475324	OK	 
REQUEST	113		CreatedPlane	1590711475336	1590711475364	OK	 
REQUEST	113		CreatedPlane Redirect 1	1590711475364	1590711475376	OK	 
USER	Airlines	113	END	1590711348286	1590711475376
REQUEST	704		CreatePlane	1590711475411	1590711475428	OK	 
REQUEST	114		CreatedPlane	1590711475436	1590711475460	OK	 
REQUEST	114		CreatedPlane Redirect 1	1590711475460	1590711475472	OK	 
USER	Airlines	114	END	1590711348391	1590711475472
REQUEST	705		CreatePlane	1590711475506	1590711475523	OK	 
REQUEST	115		CreatedPlane	1590711475537	1590711475564	OK	 
REQUEST	115		CreatedPlane Redirect 1	1590711475564	1590711475573	OK	 
USER	Airlines	115	END	1590711348491	1590711475573
REQUEST	706		CreatePlane	1590711475616	1590711475635	OK	 
REQUEST	116		CreatedPlane	1590711475626	1590711475655	OK	 
REQUEST	116		CreatedPlane Redirect 1	1590711475655	1590711475664	OK	 
USER	Airlines	116	END	1590711348586	1590711475665
REQUEST	707		CreatePlane	1590711475716	1590711475737	OK	 
REQUEST	117		CreatedPlane	1590711475726	1590711475740	OK	 
USER	Airlines	117	END	1590711348686	1590711475740
REQUEST	708		CreatePlane	1590711475810	1590711475831	OK	 
REQUEST	118		CreatedPlane	1590711475826	1590711475858	OK	 
REQUEST	118		CreatedPlane Redirect 1	1590711475858	1590711475872	OK	 
USER	Airlines	118	END	1590711348788	1590711475873
REQUEST	709		CreatePlane	1590711475911	1590711475927	OK	 
REQUEST	119		CreatedPlane	1590711475947	1590711475974	OK	 
REQUEST	119		CreatedPlane Redirect 1	1590711475974	1590711475986	OK	 
USER	Airlines	119	END	1590711348890	1590711475986
REQUEST	710		CreatePlane	1590711476006	1590711476022	OK	 
